CODIGO_PRODUTO;DESCRICAO_PRODUTO;PRECO_PRATICADO_LOJA3;PRECO_PRATICADO_LOJA11
26094;BOL KAUZER VOLEI OFICIAL VULC.R040;34,5;34,5
26095;BOL MEDIA PANO 1365A;13,5;13,5
26096;BOL MORD P/ANIMAIS PS3971;3,04;3,19
26097;BOL NAT BRILHANTES NTB1101X;2,69;2,69
26098;BOL NAT BRILHANTES NTB1102X;2,69;2,69
26099;BOL NAT BRILHANTES NTB1103X;2,69;2,69
26100;INATIVA BOL P TRANSP ANIMAIS C TELA;69,98;73,5
26101;BOL PELUCIA C FIG SAPO R 1719;35,9;35,9
26102;BOL PELUCIA FIG.ANIMAIS R.1780;32,9;32,9
26103;BOL PET P/ANIMAL C/2;6,49;6,85
26104;BOL PLAST 3CM C/5 PC MET 3 CORES SORT;3,99;3,99
26105;BOL PRAIA 51CM 31021;7,85;7,85
26106;BOL PVC GREMIO DRAW 1;48,9;48,9
26107;BOL PVC GREMIO DRAW 2;48,9;48,9
26108;BOL PVC INTER DRAW 1;48,9;48,9
26109;BOL PVC INTER DRAW 2;48,9;48,9
26110;BOL ROUPA NOEL 6CM 9PC NTB30322;19,89;19,89
26111;BOL TECIDO C/3;25,9;25,9
26112;BOL TENNIS C/3PC SP0029;3,85;3,85
26113;INATIVAR BOL TORRADA K;11,89;11,89
26114;BOL VINIL AVENGERS;18,5;18,5
26115;BOL VINIL BAKUGAN;14,5;14,5
26116;BOL VINIL BARBIE;18,5;18,5
26117;BOL VINIL BARBIE VIDA SEREIA;15,5;15,5
26118;BOL VINIL BATMAN;19,5;19,5
26119;BOL VINIL BEN 10;18,5;18,5
26120;BOL VINIL CAPITAO AMERICA;16,5;16,5
26121;BOL VINIL CARS DISNEY;18,5;18,5
26122;BOL VINIL CONFETE N15;7,29;7,29
26123;BOL VINIL ESCOLA PRA CACHORRO;19,5;19,5
26124;BOL VINIL FADINHAS;18,5;18,5
26125;BOL VINIL FIFA;18,5;18,5
26126;BOL VINIL GALINHA PINTADINHA-V;17,5;17,5
26127;BOL VINIL GREMIO;17,5;17,5
26128;BOL VINIL HOTWHEELS;18,5;18,5
26129;BOL VINIL INTER;17,5;17,5
26130;BOL VINIL LANTERNA VERDE;19,5;19,5
26131;BOL VINIL MARMORIZADA/CONFETE N15;9,99;9,99
26132;BOL VINIL MICKEY;18,5;18,5
26133;BOL VINIL MINIE DISNEY;18,5;18,5
26134;BOL VINIL MONICA;19,5;19,5
26135;BOL VINIL PATATI PATATA;18,5;18,5
26136;BOL VINIL PICA PAU;19,5;19,5
26137;BOL VINIL PLANES;18,5;18,5
26138;BOL VINIL POLLY;14,5;14,5
26139;BOL VINIL PRINCESAS DISNEY;18,5;18,5
26140;BOL VINIL RIO2;18,5;18,5
26141;BOL VINIL SPIDERMAN;18,5;18,5
26142;BOL VINIL TOY STORY DISNEY;15,5;15,5
26143;BOL VOLEI AREIA XALINGO;38,5;38,5
26144;BOL VOLEI BALL EVA R.1340;13,9;13,9
26145;BOL VOLEI E.V.A CARS;18,9;18,9
26146;BOL VOLEI E.V.A PRINCESAS;18,9;18,9
26147;BOL VOLEI OF.MATR.PVC R.301;32,9;32,9
26148;BOL VOLEI PVC C/CAMARA;26,9;26,9
26149;BOL VOLEI REDSTAR N5 1,6MM PVC;32,5;32,5
26150;BOL VOLEI T90;54,5;54,5
26151;BOL VOLEYBALL OLYMPORT OA224;22,5;22,5
26152;BOL XALINGO BASQ LAR;45,9;45,9
26153;BOL XALINGO FUT CAMPO;31,9;31,9
26154;BOLINHO AIPIM HENICKA 300G;6,69;6,69
26176;INATIVA BOM AR 360ML CHEIRO LIMP 20;21,89;24,5
26177;BOM COTIPLAS ENSINA BRINCANDO;166,9;166,9
26178;BOMBA P/GALAO AGUA MANUAL ATE 20L;7,98;7,98
26179;INA BOMBOM 1K LACTA SONHO VALSA;78,9;86,9
26180;INAT BOMBOM AMOR CARIOCA 900G;69;69
26184;BOMBOM BEL MEGASHOW 35GID;1,99;1,35
26188;BOMBOM SERENATA AMOR 825G;54,9;60,5
26189;BON ACAO 8CM C/5;6,45;6,45
26190;BON BABY ALIVE CUIDA MIM;376,5;376,5
26191;BON BABY ALIVE FRALDINHA MAG LO;538,5;538,5
26192;BON BABY ALIVE FRALDINHA MAG MO;538,5;538,5
26193;BON BABY ALIVE LANCHINHO DIVERT;408,9;408,9
26194;BON BABY LIVE BON SONHOS LOIRA;408,9;408,9
26195;BON BABYS FOFINHA R.3081;22,9;22,9
26196;BON BARBIE ANGRY BIRDS R.Y8720;193,9;193,9
26197;BON BELLA CABELOS CACHEADOS R.3075;117,9;117,9
26198;BON C/BOLA TS35951;23,9;23,9
26199;BON C/BOLA VESTIDO TS34136;21,5;21,5
26200;BON C/ROUPA TS34170;23,9;23,9
26201;BON COTIPLAS AMO FALAR;134,9;134,9
26202;BON COTIPLAS AMO FALAR C/CABELO;153,5;153,5
26203;BON COTIPLAS BABY ALIVE SORTBLUSA/CALC;70,5;70,5
26204;BON COTIPLAS BABY JR DUCHINHA;107,9;107,9
26205;BON COTIPLAS BABY JR FAZ PIPI;108,5;108,5
26206;BON COTIPLAS BABY LEY LOIRA;143,5;143,5
26207;BON COTIPLAS BEBE BOLOFO FRASES;160,9;160,9
26208;BON COTIPLAS BEBE RISADINHA;167,5;167,5
26209;BON COTIPLAS CHARMOSA;190,5;190,5
26210;BON COTIPLAS COL FRUTINHAS ABACAXI;54,5;54,5
26211;BON COTIPLAS COL FRUTINHAS AMEIXA;50,9;50,9
26212;BON COTIPLAS COL FRUTINHAS CEREJA;59,9;59,9
26213;BON COTIPLAS COL FRUTINHAS GOIABA;54,5;54,5
26214;BON COTIPLAS COL FRUTINHAS LAR;54,5;54,5
26215;BON COTIPLAS COL FRUTINHAS LIMAO;54,5;54,5
26216;BON COTIPLAS COL FRUTINHAS MACA;50,9;50,9
26217;BON COTIPLAS COL FRUTINHAS MANGA;59,9;59,9
26218;BON COTIPLAS COL FRUTINHAS MELANCIA;54,5;54,5
26219;BON COTIPLAS COL FRUTINHAS PESSEGO;54,5;54,5
26220;BON COTIPLAS COL FRUTINHAS UVA;52,5;52,5
26221;BON COTIPLAS COL NINOS C/BOCA ABERTA;203,5;203,5
26222;BON COTIPLAS DOCE NENEM PIPI;80,9;80,9
26223;BON COTIPLAS GOSTOSOS ABRACAR;165,5;165,5
26224;BON COTIPLAS MAISA;192,9;192,9
26225;BON COTIPLAS ME PEGA ME PEGA;154,5;154,5
26226;BON COTIPLAS MINI PEDACINHO CARTONAGEM;33,9;33,9
26227;BON COTIPLAS NENEM NANANDO;1,89;1,89
26228;BON COTIPLAS NINOS BERCO;182,9;182,9
26229;BON COTIPLAS SONHO AZUL;164,9;164,9
26230;BON COTIPLAS SONHO AZUL C.CAB 20 FRASES;217,5;217,5
26231;BON COTIPLAS SONHO AZUL PEQUENA;142,9;142,9
26232;BON COTIPLAS TRANCADINHA NEGRA;184,9;184,9
26233;BON COTIPLAS TROCA C/CARINHO;155,9;155,9
26234;BON COTIPLAS VAIDOSA;154,5;154,5
26235;BON COTIPLAS VAMOS CANTAR;176,9;176,9
26236;BON COTIPLAS VAMOS CANTAR PEQUENA;126,9;126,9
26237;BON COTIPLAS XUXINHA;160,5;160,5
26238;BON DIVERTOYS BABY FOFINHA VESTIDO;133,9;133,9
26239;BON DIVERTOYS BEBE CARINHOSO R.85;140,5;140,5
26240;BON DIVERTOYS BEBE DOCURA;106,9;106,9
26241;BON DIVERTOYS BELINHA BABY;44,5;44,5
26242;BON DIVERTOYS BON KAMILE;79,5;79,5
26243;BON DIVERTOYS BRILHA CORAC;127,9;127,9
26244;BON DIVERTOYS CADE A CHUPETA;116,5;116,5
26245;BON DIVERTOYS CADE MAMAE R.68;146,5;146,5
26246;BON DIVERTOYS CARINHOSA;103,5;103,5
26247;BON DIVERTOYS CORES SABORES;46,5;46,5
26248;BON DIVERTOYS DOCINHO BEBE;97,5;97,5
26249;BON DIVERTOYS HORA DA DUCHINHA;74,9;74,9
26250;BON DIVERTOYS JULINHA;50,5;50,5
26251;BON DIVERTOYS LITTLE DOLLS CONFORTO;37,9;37,9
26252;BON DIVERTOYS LITTLE DOLLS CORES SABOR;30,9;30,9
26253;BON DIVERTOYS LITTLE DOLLS PAPINHA;34,5;34,5
26254;BON DIVERTOYS MINI MIUDINHAS;25,9;25,9
26255;BON DIVERTOYS MINI MIUDINHAS BANHEIRINHA;22,9;22,9
26256;BON DIVERTOYS MINI MIUDINHAS BERCINHO;29,5;29,5
26257;BON DIVERTOYS MINI MIUDINHAS CARRIN BEBE;27,5;27,5
26258;BON DIVERTOYS MINI MIUDINHAS CASINHA;80,9;80,9
26259;BON DIVERTOYS MINI MIUDINHAS ESP;34,9;34,9
26260;BON DIVERTOYS MINI MIUDINHAS PAPINHA;25,9;25,9
26261;BON DIVERTOYS MINI MIUDINHAS PRIVADINHA;22,5;22,5
26262;BON DIVERTOYS MIUDINHAS DREAMS;28,5;28,5
26263;BON DIVERTOYS MIUDUNHAS BABY;30,9;30,9
26264;BON DIVERTOYS MY LITTLE FAZ XIXI;61,9;61,9
26265;BON DIVERTOYS MY LITTLE LANCHINHO;53,5;53,5
26266;BON DIVERTOYS NENENZINHA BCA;61,9;61,9
26267;BON DIVERTOYS NENENZINHA NEGRA;61,9;61,9
26268;BON DIVERTOYS PEQUENAS DOCURAS;23,9;23,9
26269;BON DIVERTOYS PEQUENAS DOCURAS CHOC;23,9;23,9
26270;BON DIVERTOYS PINTA REPINTA;98,9;98,9
26271;BON EMILY C/ACESS;53,9;53,9
26272;BON EMILY FASHION TS34092;44,9;44,9
26273;BON ENCANTADO CHUPA DEDINHO R.5;33,5;33,5
26274;BON ENCANTADO TUTY TATO MENINA;16,9;16,9
26275;BON ENCANTADO TUTY TATO MENINO;16,9;16,9
26276;BON EVER AFTER HIGH SORT;162,5;162,5
26277;BON LINDA BATE PE MUS B1397;55,5;55,5
26278;BON LUJODIRA BEBE NATI R.0185;33,9;33,9
26279;BON LUJODIRA SHEYLA NA COZ;57,5;57,5
26280;BON LUJODIRA SHEYLA TOILLET;76,5;76,5
26281;BON MABELZINHA R.3091;67,9;67,9
26282;BON MAX STEEL FIG BASICAS SORT;54,5;54,5
26283;BON MILK 1 ORAC R.210;150,9;150,9
26284;BON MILK ANDRESSA RF165;121,9;121,9
26285;BON MILK BEBE JUDY CABELO RF 052;61,9;61,9
26286;BON MILK BEBE JUDY MUS;80,5;80,5
26287;BON MILK BEBE NENEZAO CHUPA DEDO R.48;98,9;98,9
26288;BON MILK DOCE MAGIA CANTA RF 220;96,9;96,9
26289;BON MILK GAROTA ATIT R.115;76,5;76,5
26290;BON MILK LAURA 8 FRASES R.0242;76,5;76,5
26291;BON MILK LINDINHA 20 FRAZES R.113;84,5;84,5
26292;BON MILK MARCELE 20 FRASES R.51;62,5;62,5
26293;BON MILK ME ABRACA R.166;123,9;123,9
26294;BON MILK SHEYLA PISCINA RF 291;61,9;61,9
26295;BON MILK SHEYLA TOILLET RF 0293;74,5;74,5
26296;BON MONSTER HIGH BOO YORK R.7884-1;113,9;113,9
26297;BON MONSTER HIGH DRACULAURA BBC61;279,9;279,9
26298;BON MONSTER HIGH FESTIVAL MUSICA;193,9;193,9
26299;BON PANO 35CM R.CM902084A/B/C;36,5;36,5
26300;BON PANO 35CM R.CM919014A/B/C-35;30,5;30,5
26301;BON PANO 40CM R.CM902064A/C/D;45,5;45,5
26302;BON PANO 50CM 690406-50;56,5;56,5
26303;BON PRINCESA DO GELO LOIRA R.798;74,5;74,5
26304;BON PRINCESA DO GELO RUIVA R.799;74,5;74,5
26305;BON ROBO CART;12,5;12,5
26306;BON SUPER TOYS AMIGAS DO BEBE;107,5;107,5
26307;BON SUPER TOYS BEBE PEDACINHO;122,5;122,5
26308;BON SUPER TOYS C/CABELO;94,5;94,5
26309;BON SUPER TOYS SORVETINHO BAU;39,5;39,5
26310;BON SUPER TOYS SORVETINHO CHOC;39,5;39,5
26311;BON SUPER TOYS SORVETINHO MOR;39,5;39,5
26312;BON SUPER TOYS SORVETINHO UVA;39,5;39,5
26313;BON TRAV CRIANCA SEGREDINHO;151,9;151,9
26314;BON VETERINARIA R.3076;158,9;158,9
26315;BON WALBERT LOREN NEW STYLE R.2;45,5;45,5
26316;BON WALBERT LORRANY R.3500;45,9;45,9
26317;BORRACHA SIGNOS COR PASTEL TREND-72202;1,89;1,89
26318;BR A I O U DOS BICHINHOS;16,9;16,9
26319;BR ABC DOS BIC;41,9;41,9
26320;BR ABELHA C/SOM LUZ REF WB5686;48,5;48,5
26321;BR ABELHA HUG LUZ/SOM;44,33;44,33
26322;BR ACESS BATALHA R.19581;100,5;100,5
26323;BR ACESS BELEZA PLAST C/5PC W0048959;4,85;4,85
26324;BR ACESS BELEZA PLAST C/5PC W0059564;4,15;4,15
26325;BR ACQUA PLAY TY01491;2,29;2,29
26326;BR ACTION BOMB R.2040;26,5;26,5
26327;BR ACTION POL R.2041;26,5;26,5
26328;BR ACTION STOP CAR R.2099;73,5;73,5
26329;BR ADMINISTRANDO SEU DINHEIRO R.1177;43,9;43,9
26330;BR AERO DOCE LIGA DA JUSTICA R.2741;19,9;19,9
26331;BR AGARRADINHO MONICA;18,79;18,79
26332;BR AGARRADINHO TOY STORY;18,79;18,79
26333;BR AGARRADINHOS MICKEY;18,79;18,79
26334;BR AGROTURBO TRATOR MK301;31,5;31,5
26335;BR ALARME MOVIMENTO SPYNET R.2527;43,9;43,9
26336;BR ALICE NO PAIS DAS MARAVILHAS;11,9;11,9
26337;BR ALM LOVE;54,5;54,5
26338;BR AMIGUINHOS APAIXONADOS;49,9;49,9
26339;BR AMIGUINHOS RODAS SORT R.985;22,9;22,9
26340;BR ANEL CRISTAL C/50;4,99;4,99
26341;BR ANEL/BRINCO C/50;4,65;4,65
26342;BR ANEO ARREPIO C/25;9,65;9,65
26343;BR ANGEUMAR CACHIMBOL GIGANTE C/15;21,5;21,5
26344;BR ANGEUMAR CATAVENTO PEQUENO C/12;14,5;14,5
26345;BR ANGEUMAR GIRA-GIRA C/25;11,9;11,9
26346;BR ANGEUMAR PULSEIRINHA C/25;9,39;9,39
26347;BR ANGRY BIRDS BOMB;77,5;77,5
26348;BR ANGRY BIRDS CHUCK;88,9;88,9
26349;BR ANGRY BIRDS PORCO;77,5;77,5
26350;BR ANGRY BIRDS RED;88,9;88,9
26351;BR ANIMAIS DA FAZENDA C/10;5,95;5,95
26352;BR ANIMAIS DO MUNDO;11,5;11,5
26353;BR ANIMAIS MUSICAIS R.2001;86,5;86,5
26354;BR ANIMAIS PSYCO 25CM;82,9;82,9
26355;BR ANIMAIS SELVA SORT R.1237;7,99;7,99
26356;BR ANIMAIS SORT 0312;10,9;10,9
26357;BR ANIMAIS VINIL PATINHO REF WB4067;14,5;14,5
26358;BR ANIMAL A PILH DINOSSAURO ESPINOSSA;38,9;38,9
26359;BR ANIMAL CORDA R.15.1374;10,5;10,5
26360;BR ANIMAL DINOSSAURO RF CP001525;18,79;18,79
26361;BR ANIMAL JAM SURPRESA;15,5;15,5
26362;BR ANIMAL PILHA REF.1758;50,9;50,9
26363;BR ANIMAL TEIMOSO 3D SORT R.3263;34,5;34,5
26364;BR ANIMAL VAQUINHA R.15.1217;52,5;52,5
26365;BR ANIMALS OFF ROAD T REX CAR;119,9;119,9
26366;BR ANJO APOLLO FOGUETE R.743;43,5;43,5
26367;BR ANJO BON BABI-DU R.755;36,5;36,5
26368;BR ANJO CAVALINHO;4,29;4,29
26369;BR APITO 3 FUROS C/25;6,95;6,95
26370;BR APITO BOL C/25;10,5;10,5
26371;BR APITO DA COPA MARILU;,69;,69
26372;BR APITO DODO C/25 UM;12,9;12,9
26373;BR APITO JUIZ C/50;9,15;9,15
26374;BR APRENDENDO AS CORES;41,9;41,9
26375;BR APRENDENDO O ALFABETO;17,5;17,5
26376;BR AQUA CLEAN COTIPLAS;111,9;111,9
26377;BR AQUAPLAY CEL TY24126;2,35;2,35
26378;BR AQUAPLAY DSY1010;2,49;2,49
26379;BR AQUAPLAY LUA TY10693X;3,65;3,65
26380;BR AQUAPLAY TY10700X;3,85;3,85
26381;BR AQUAPLAY TY27089;2,19;2,19
26382;BR ARCO FLECHA;24,5;24,5
26383;BR ARCO FLECHA 355PP CRT;14,5;14,5
26384;BR ARCO FLECHA PICA PAU RF PI3043;26,9;26,9
26385;BR ARCO FLECHA VENTOSA 54CM TS42200;20,9;20,9
26386;BR ARCO FLECHA VENTOSA TS32055;14,5;14,5
26387;BR ARCO FLECHA VENTOSA TS42199;29,9;29,9
26388;BR ARCO FLECHA VENTOSA TS48863;9,45;9,45
26389;BR ARCO LANCA PROJETEIS TS44013;27,9;27,9
26390;BR ARCO PLAST LANCA FLECHA SD5168;35,9;35,9
26391;BR AREIA MAGICA POTE C/FORMAS WB6800;14,9;14,9
26392;BR ARENA BEYSTADIUM R.19580;160,5;160,5
26393;BR ARGOLA 100 RITA BCA/PTO C/24;16,9;16,9
26394;BR ARGOLECO 4587;8,69;8,69
26395;BR ARMARIO MADEIRA DEC;7,49;7,49
26396;BR ART BRINK BON JOYCE BAILAR SORT;38,9;38,9
26397;BR ART BRINK BON JOYCE BIKE;61,9;61,9
26398;BR ART BRINK BON JOYCE ENCANTADA;38,9;38,9
26399;BR ART BRINK BON JOYCE POP STAR;38,9;38,9
26400;BR ART BRINK BON JOYCE PRINC SORT;38,9;38,9
26401;BR ART BRINK BON KIT SOLDADO;12,9;12,9
26402;BR ART BRINK CAR CONT/REM 4F ESTORI;117,5;117,5
26403;BR ART BRINK CAR CONT/REM 4F MONT/C;117,5;117,5
26404;BR ART BRINK DINOSSAURO INVASORS SORT;30,5;30,5
26405;BR ART BRINK JG BARRIL DO PIRATA GRD;69,9;69,9
26406;BR ART BRINK JG BARRIL DO PIRATA PEQ;46,9;46,9
26407;BR ART BRINK KIT 7 ANIMAIS SELVAGENS;36,9;36,9
26408;BR AUTO FUNK R.2628;69,9;69,9
26409;BR AUTO SERVICE CENTER R9100;46,5;46,5
26410;BR AVIAO C/BOL CORDA TY160303;10,5;10,5
26411;BR AVIAO C/LUZ SOM PILHA R.1127;40,9;40,9
26412;BR AVIAO C/LUZ TY3657;35,5;35,5
26413;BR AVIAO CESSNA;5,15;5,15
26414;BR AVIAO CONCEPT BRA-2014;51,5;51,5
26415;BR AVIAO CORDA TY83482;7,85;7,85
26416;BR AVIAO FRIC 0362;5,79;5,79
26417;BR AVIAO FRIC 0966;10,5;10,5
26418;BR AVIAO FRIC R.0325;16,5;16,5
26419;BR AVIAO FRIC R.0803;24,5;24,5
26420;BR AVIAO FRIC R 15 1215;15,9;15,9
26421;BR AVIAO FRIC REF.0871;2,65;2,65
26422;BR AVIAO FRIC REF.1401;33,9;33,9
26423;BR AVIAO FRIC X6 R.15.1210;13,9;13,9
26424;BR AVIAO GIRA LUZ R.2723;19,5;19,5
26425;BR AVIAO GRIPENN LUZ/SOM;39,56;39,57
26426;BR AVIAO MADEIRA DEC;7,59;7,59
26427;BR AVIAO MUS PILHA WBU2108;45,9;45,9
26428;BR AVIAO PASSAGEIROS;57,5;57,5
26429;BR AVIAO PEQ.TY160262;13,5;13,5
26430;BR AVIAO PLAST.TY83453;8,15;8,15
26431;BR AVIAO PULLBACK SD5556 SAQ;3,49;3,49
26432;BR AVIAO R.TY14423;7,55;7,55
26433;BR AVIAO SORT R.1266;4,79;4,79
26434;BR AVIAO TECO-TECO R.1062;5,29;5,29
26435;BR AVIAO TEQUINHO C/25;8,89;8,89
26436;BR AVIAO TRANSFORMER PK2762;6,29;6,29
26437;BR AVIOES DUSTY;133,5;133,5
26438;BR AVIOES PULL BACK SKY 3PC;9,53;9,54
26439;BR BABADOR BABY ALIVE R.2092;49,9;49,9
26440;BR BABY ALIVE LANCHINHO DIVERT B1451;51,5;51,5
26441;BR BABY BAG 1101;49,5;49,5
26442;BR BABY BAN;28,9;28,9
26443;BR BABY BEE MARTELO;25,99;25,99
26444;BR BABY CARGO R.539-BC;162,5;162,5
26445;BR BABY GARAGEM R.577-BG;113,5;113,5
26446;BR BABY GOMOS MERCO TOYS RF 409;28,69;28,69
26447;BR BABY NICE EDUCADORA 1103;54,9;54,9
26448;BR BABY NINOS CUIDAR AMAR;129,9;129,9
26449;BR BABY WORK R.571-BWD;10,9;10,9
26450;BR BABY WORK R.572-BW;44,5;44,5
26451;BR BABY WOW;586,5;586,5
26452;BR BALANCO DEC MADEIRA;7,59;7,59
26453;BR BALANCO MADEIRA INF;48,5;48,5
26454;BR BALDE BL CRIATIVOS 30PC;39,9;39,9
26455;BR BALDE BON R.4606;27,9;27,9
26456;BR BALDE COMP PICA PAU RF361;9,69;9,69
26457;BR BALDE PRAIA AVENGERS EC R.2407;27,5;27,5
26458;BR BALDE PRAIA PLAST 1200IJET REDE;8,39;8,39
26459;BR BALDE PRAIA R.455;13,5;13,5
26460;BR BALDE PRAIA SAMBA TOYS TCHUCO;19,99;19,99
26461;BR BALDICO CARDOSO R.209;14,9;14,9
26462;BR BAMBOLE DELTA PLAST COLORIDO;2,25;2,25
26463;BR BAMBOLE PRINCESAS R.2370;45,5;45,5
26464;BR BANCO BL 50 PECAS SERIE ESP;58,9;58,9
26465;BR BANHEIRA ACTPLAS P/BON R.1582;12,5;12,5
26466;BR BANHEIRA DISMAT BON DDM MK-111;31,9;31,9
26467;BR BANQUINHO 3 EM 1 MK174;38,9;38,9
26468;BR BARALHO TRUNFO GREMIO;20,9;20,9
26469;BR BARALHO TRUNFO INTER;20,9;20,9
26470;BR BARBIE CHELSEA PISTA PATINACAO;199,9;199,9
26471;BR BARBIE COLOR REVEAL GAL ARCO IRIS;159,9;159,9
26472;BR BARBIE I CAM BE PLAYSET LOJA/FLOR;199,9;199,9
26473;BR BARBIE MALIBUU ESTILISTA CABELO;1000;1000
26474;BR BARBIE PRAIA SORT II;49,9;49,9
26475;BR BARCA BEN 10 INF.R.7310-6;126,9;126,9
26476;BR BARCA CARS R.6376;191,9;191,9
26477;BR BARCA CARSEL C/SENSOR;207,5;207,5
26478;BR BARCA LILICA RIPILICA;172,9;172,9
26479;BR BARCA MINHA FAZENDINHA;152,9;152,9
26480;BR BARCA PRINCESA DO GELO;152,9;152,9
26481;BR BARCO C/ACESS TY127933;171,5;171,5
26482;BR BARCO MUS TY59727;60,5;60,5
26483;BR BARCO R.3937;13,5;13,5
26484;BR BASCULANTE R.4484;31,9;31,9
26485;BR BAT SR SRA R.27656;100,5;100,5
26486;BR BATALHA NAVAL R.1079;52,5;52,5
26487;BR BATALHA NAVAL R.1257;4,99;4,99
26488;BR BATALHA STEALTH XTS R.36910;140,9;140,9
26489;BR BATE VOLTA MUS ALO ALO ALEGRIA;62,5;62,5
26490;BR BATE VOLTA MUS DANCE CAR;62,5;62,5
26491;BR BATEDEIRA PILHA LALALOOPSY;103,9;103,9
26492;BR BATEDEIRA R.2115;5,49;5,49
26493;BR BATMAN MULTIBR R.7201;139,9;139,9
26494;BR BATMAN SORT LIGA DA JUSTICA;113,9;113,9
26495;BR BATON FROZEN C/02;26,9;26,9
26496;BR BEACH CIA KIT PRAIA STAB;19,5;19,5
26497;BR BEBE CONFORTO BABY ALIVE R.2059;103,5;103,5
26498;BR BEBE DODOI SUPER TOYS R.084;128,5;128,5
26499;BR BEBE MOTORISTA R.2028;145,5;145,5
26500;BR BEBE MUS R.2208;38,5;38,5
26501;BR BEBE PASSEIO MUS 1087;78,5;78,5
26502;BR BEBE PASSEIO MUS NEGRA 1088;78,5;78,5
26503;BR BEE BDJ ROCK START;142,9;142,9
26504;BR BEE BDJ SUPER START;226,9;226,9
26505;BR BEE BDJ TAMBORZINHO MARACAS;26,5;26,5
26506;BR BEE BLOCKS COMANDO 3EM1;29,5;29,5
26507;BR BEE COOL PIRIRIM;69,5;69,5
26508;BR BEE FARM COLLECTION;52,99;52,99
26509;BR BELA BELINHA CAFEZINHO;6,95;6,95
26510;BR BELA BELINHA CAMINHA;4,29;4,29
26511;BR BELA BELINHA ELETRO;5,29;5,29
26512;BR BELA BELINHA JANTAR;6,19;6,19
26513;BR BELA BELINHA PISCINA;5,79;5,79
26514;BR BELA BELINHA SALA;6,39;6,39
26515;BR BELA BELINHA SECADOR INF;5,39;5,39
26516;BR BELA BELINHA 2 COZ ELETRO;19,9;19,9
26517;BR BELA BELINHA 2 PISCINA SECADOR;15,9;15,9
26518;BR BELA BELINHA 2 QUARTO SALA;16,5;16,5
26519;BR BELICHE MADEIRA DEC;7,59;7,59
26520;BR BELL TOP CONSTRUCTION WORKERS 40PC;41,9;41,9
26521;BR BELL TOY ARMY PATROL 40PC;41,9;41,9
26522;BR BELL TOY CARIMBADOR MALUCO;60,9;60,9
26523;BR BELL TOY CONJ PRAIA MALUQUINHA;27,9;27,9
26524;BR BELL TOY ESTRELA MAG DEBBIE 90PC;83,5;83,5
26525;BR BELL TOY FIRE FICHTERS 40PC;41,9;41,9
26526;BR BELL TOY FRASQ DEBBIE BL 100PC;54,9;54,9
26527;BR BELL TOY FRASQ MULTI BL 100PC;54,9;54,9
26528;BR BELL TOY KIT MAQUIAGEM;55,5;55,5
26529;BR BELL TOY LOUSA DO PEQUENO ARTISTA;218,9;218,9
26530;BR BELL TOY MESINHA ESCOLAR;218,9;218,9
26531;BR BELL TOY MICANGAS DA DEBBIE;62,5;62,5
26532;BR BELL TOY MULTI BL;24,9;24,9
26533;BR BELL TOY POLICE SQUAD 35PC;41,9;41,9
26534;BR BELL TOY RACE BOX 38PC;41,9;41,9
26535;BR BELL TOY TATUANGENS ADESIVOS;62,5;62,5
26536;BR BERCINHO BABY ALIVE R.2060;165,9;165,9
26537;BR BERCO MADEIRA DEC;7,59;7,59
26538;BR BETONEIRA MIXER STAB RF02105;19,5;19,5
26539;BR BETONEIRA R.4422;32,9;32,9
26540;BR BETONEIRA SILMAR R.6005;5,99;5,99
26541;BR BIC CORDA TY00459;7,19;7,19
26542;BR BIC DEDO;14,5;14,5
26543;BR BIC NADADOR CORDA TY67454;1,89;1,89
26544;BR BIC VINIL MARALEX ZOO;16,9;16,9
26545;BR BIC VINIL SORT;4,15;4,15
26546;BR BICHINHO VINIL R.1263;7,79;7,79
26547;BR BIG BOLICHE R236;33,5;33,5
26548;BR BIG CAR BOLD MAN ORANGE TOYS RF444;56,5;56,5
26549;BR BIG CAR FORCEMAN ORANGE TOYS;56,5;56,5
26550;BR BIG CAR WAR MAN ORANGE TOYS RF 445;26,99;26,99
26551;BR BIG CARREGADEIRA GGB SERIE ESP;48,5;48,5
26552;BR BIG COZ R.332-BC;142,5;142,5
26553;BR BIG MONSTER SERIE ESP;49,9;49,9
26554;BR BIG POSTO R171;92,5;92,5
26555;BR BIG ROVER SERIE ESP;63,5;63,5
26556;BR BIG TRACTOR GGB SERIE ESP;39,9;39,9
26557;BR BIKE DEDO WB2964;13,5;13,5
26558;BR BIKE RUN CITY ORANGE TOYS R0508;21,9;21,9
26559;BR BINGAO NIG C/100 CART R.105;59,9;59,9
26560;BR BINGO NIG C/48 CART RF1000;40,39;40,39
26561;BR BINGO R 10;3,75;3,75
26562;BR BINOCULO PLAST 4X14X13CM PK007 SAQ;5,15;5,15
26563;BR BINOCULO R.1084;9,25;9,25
26564;BR BIRIBINHA TRAD MULEKE C/500;30,9;30,9
26565;BR BL ALIANCA JUSTICA PAZ 113 PC;39,99;39,99
26566;BR BL ALIANCA JUSTICA PAZ 88 PC;37,99;37,99
26567;BR BL ALIANCA JUSTICA PAZ 98PC;37,99;37,99
26568;BR BL BOMBS DEFENSORES 240PC;99,99;99,99
26569;BR BL CIDADE MINI BUS 93 PC;39,99;39,99
26570;BR BL ED.DOMINO CONHE.FORMAS/CORES;24,9;24,9
