CODIGO_PRODUTO;DESCRICAO_PRODUTO;EMBALAGEM_VENDA;QTD_LOJAS_COM_CUSTO;PRECO_VENDA_NORMAL;PRECO_VENDA_PRATICADO;CUSTO_NF_BRUTO;CUSTO_IPI;CUSTO_ICMS_ST;CUSTO_DESP_NF;CUSTO_DESP_FORA_NF;CREDITO_ICMS;CREDITO_PIS;CREDITO_COFINS;DESCONTO_FORA_NF;DESCONTO_VERBA;CUSTO_LIQUIDO;ALIQ_ICMS_VENDA;ALIQ_PIS_VENDA;ALIQ_COFINS_VENDA;ALIQ_IMPOSTOS_TOTAL;VALOR_IMPOSTOS_VENDA;PRECO_VENDA_LIQUIDO;LUCRO_VALOR;MARGEM_REALIZADA;MARGEM_OBJETIVA;PRECO_SUGERIDO
20120;LIMP AQUAFAST DESENG 500ML LIMAO PULV;1;8;20,49;20,49;10,7913;,3505;0;0;,0071;1,2943;,1566;,7214;0;0;9,1787;17;1,65;7,6;26,25;5,3786;15,1114;5,9327;28,95;30;20,98
20125;LIMP CASA PISOS LIMPA LAMINADOS 750ML;1;8;15,49;15,49;8,49;0;0;0;0;1,0192;,1233;,5675;0;0;6,78;17;1,65;7,6;26,25;4,0661;11,4239;4,6439;29,98;30;15,5
20126;LIMP CASA PISOS LIMPA PORCEL 750ML;1;9;17,49;17,49;8,8186;0;0;0;0;1,0192;,1233;,5675;0;0;7,216;17;1,65;7,6;26,25;4,5911;12,8989;5,6829;32,49;30;16,49
20142;LIMP MR MUSCULO PLATINUM BF 500ML LAR;1;4;29,99;29,99;18,5458;0;0;0;0;2,225;,2692;1,24;0;0;16,6918;17;1,65;7,6;26,25;7,8724;22,1176;5,4258;18,09;30;38,15
20143;LIMP MR MUSCULO PLATINUM SH 400ML LAR;1;9;15,99;15,99;9,2783;0;0;0;0;1,1133;,135;,6208;0;0;7,6204;17;1,65;7,6;26,25;4,1974;11,7926;4,1722;26,09;30;17,42
20144;LIMP MR MUSCULO PLATINUM SH 400ML LAVAND;1;9;15,99;15,99;9,2783;0;0;0;0;1,1133;,135;,6208;0;0;8,1351;17;1,65;7,6;26,25;4,1974;11,7926;3,6575;22,87;30;18,59
20146;LIMP PERF COALA ESSENCIA 120ML ALGAS;1;2;16,49;16,49;8,99;0;0;0;0;1,0788;,1305;,6013;0;0;7,1928;17;1,65;7,6;26,25;4,3286;12,1614;4,9686;30,13;30;16,44
20147;LIMP PERF YPE MIST NAT FR 500ML;1;1;5,99;5,99;2,9559;0;0;0;0;0;0;0;0;0;2,9559;17;1,65;7,6;26,25;1,5724;4,4176;1,4617;24,4;30;6,76
20150;INAT LIMP SUPER DOM M U ALCO 400ML;1;0;9,79;9,79;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,5699;7,2201;7,2201;73,75;30;0
20151;LIMP UAU M USO LAV 500ML L500P450M L;1;4;6,99;6,99;3,39;0;0;0;0;0;,0493;,2268;0;0;3,1141;17;1,65;7,6;26,25;1,8349;5,1551;2,041;29,2;30;7,12
20154;LIMP VEJA M USO 750ML ORIG;1;10;9,99;9,99;5,39;0;0;0;0;,6467;,0783;,3608;0;0;4,3796;17;1,65;7,6;26,25;2,6224;7,3676;2,988;29,91;30;10,01
20155;LIMP VEJA M USO P FUSION 500ML COCO;1;8;11,99;11,99;6,39;0;0;0;0;,7668;,0928;,4274;0;0;5,801;17;1,65;7,6;26,25;3,1474;8,8426;3,0416;25,37;30;13,26
20157;LIMP VEJA PERF SENS 2L JASMIM;1;9;21,99;21,99;11,59;0;0;0;0;,3695;0;0;0;0;11,5483;17;1,65;7,6;26,25;5,7724;16,2176;4,6693;21,23;30;26,4
20161;LIMP VIDROS ZAVASKI AP 500ML;1;10;20,99;20,99;9,5361;,3098;0;0;0;1,1444;,1385;,6378;0;0;8,0366;17;1,65;7,6;26,25;5,5099;15,4801;7,4435;35,46;32;19,25
20162;LIMP VIDROS ZAVASKI RF 500ML;1;10;7,99;7,99;4,4455;,1445;0;0;0;,5335;,0645;,2973;0;0;3,5349;17;1,65;7,6;26,25;2,0974;5,8926;2,3577;29,51;32;8,47
20165;LIMP YPE PESADA 500ML LEMON;1;5;10,99;10,99;5,73;0;0;0;0;0;0;0;0;0;5,7272;17;1,65;7,6;26,25;2,8849;8,1051;2,3779;21,64;30;13,09
20176;LIMPA BOX SANILUX 300ML;1;0;10,56;10,56;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;2,772;7,788;7,788;73,75;30;0
20178;LIMPA P BRISAS MAXXI VISAO SH 100ML;1;6;7,99;7,99;4,0091;,1303;0;0;0;,4809;,0583;,2678;0;0;3,5793;17;1,65;7,6;26,25;2,0974;5,8926;2,3133;28,95;30;8,18
20179;LINHA PESCA 0 25 100M;1;13;13,06;13,06;4,89;0;0;0;0;0;,0693;,3186;0;0;4,7715;17;1,65;7,6;26,25;3,4283;9,6318;4,8603;37,21;35;12,31
20180;LINHA PESCA 0 40 100M;1;14;17,06;17,06;6,79;0;0;0;0;0;,1117;,5158;0;0;6,5627;17;1,65;7,6;26,25;4,4783;12,5818;6,0191;35,28;35;16,94
20182;LIXA DAGUA 3M 120;1;0;2,49;2,49;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;,6536;1,8364;1,8364;73,75;35;0
20183;LIXA DAGUA PRATIK G100;1;14;2,99;2,99;,9946;0;0;0;0;,1191;,0144;,0664;0;0;,8237;17;1,65;7,6;26,25;,7849;2,2051;1,3814;46,2;30;1,88
20184;LIXA DAGUA PRATIK G120;1;15;2,99;2,99;1,07;0;0;0;0;,1187;,0144;,0662;0;0;,8394;17;1,65;7,6;26,25;,7849;2,2051;1,3657;45,68;30;1,92
20185;LIXA DAGUA PRATIK G80;1;9;2,99;2,99;1,14;0;0;0;0;0;0;0;0;0;1,14;17;1,65;7,6;26,25;,7849;2,2051;1,0651;35,62;30;2,61
20190;LIXA P/MASSA/MADEIRA FAMASTIL GRAO 120;1;1;,85;,85;,3586;0;0;0;0;0;0;0;0;0;,3586;17;1,65;7,6;26,25;,2231;,6269;,2683;31,56;35;,93
20193;LIXA P PES DUPLA FACE;1;7;5,3;5,3;2,31;0;0;0;0;,0924;,0336;,1545;0;0;2,0299;17;1,65;7,6;26,25;1,3913;3,9088;1,8789;35,45;40;6,01
20203;LIXEIRA 3L AGATA MOR;1;1;69,99;69,99;29,84;0;0;0;0;0;0;0;0;0;29,84;17;1,65;7,6;26,25;18,3724;51,6176;21,7776;31,12;30;68,21
20204;INATIVA LIXEIRA ACD C PEDESTAL;1;2;28,01;28,01;9,7377;0;0;0;0;0;0;0;0;0;9,7377;7,1;1,65;7,6;16,35;4,5796;23,4304;13,6927;48,88;35;20,02
20205;LIXEIRA BASCULANTE 12L BCO;1;0;23,99;23,99;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;6,2974;17,6926;17,6926;73,75;30;0
20206;LIXEIRA BASCULANTE 20LTS;1;8;24,99;24,99;12,9;0;0;0;0;0;0;0;0;0;12,9;17;1,65;7,6;26,25;6,5599;18,4301;5,5301;22,13;30;29,49
20207;LIXEIRA BASCULANTE 3,2L;1;2;12,99;12,99;6,23;0;0;0;0;0;0;0;0;0;6,23;17;1,65;7,6;26,25;3,4099;9,5801;3,3501;25,79;30;14,24
20208;LIXEIRA BASCULANTE 3,2L PTO;1;0;12,99;12,99;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;3,4099;9,5801;9,5801;73,75;30;0
20209;LIXEIRA BASCULANTE 3,2L VERM;1;1;12,99;12,99;6,23;0;0;0;0;0;0;0;0;0;6,23;17;1,65;7,6;26,25;3,4099;9,5801;3,3501;25,79;30;14,24
20210;LIXEIRA BASCULANTE P/PIA PTA;1;1;9,99;9,99;5,05;0;0;0;0;0;0;0;0;0;5,05;17;1,65;7,6;26,25;2,6224;7,3676;2,3176;23,2;30;11,54
20211;LIXEIRA BASCULANTE P/PIA 2,7L PTA;1;1;9,99;9,99;5,05;0;0;0;0;0;0;0;0;0;5,05;17;1,65;7,6;26,25;2,6224;7,3676;2,3176;23,2;30;11,54
20212;LIXEIRA BASCULANTE SANREMO PLAST 9L;1;1;29,99;29,99;16,35;0;0;0;0;0;0;0;0;0;16,35;17;1,65;7,6;26,25;7,8724;22,1176;5,7676;19,23;30;37,37
20213;LIXEIRA C/PEDAL 20LTS PTA;1;3;53,99;53,99;27,88;0;0;0;0;0;0;0;0;0;27,88;17;1,65;7,6;26,25;14,1724;39,8176;11,9376;22,11;30;63,73
20214;LIXEIRA C/PEDAL INOX 10LTS;1;5;39,99;39,99;22,01;0;0;0;0;0;0;0;0;0;22,01;17;1,65;7,6;26,25;10,4974;29,4926;7,4826;18,71;30;50,31
20215;LIXEIRA C/PEDAL INOX 20L;1;2;63,99;63,99;34,59;0;0;0;0;0;0;0;0;0;34,59;17;1,65;7,6;26,25;16,7974;47,1926;12,6026;19,69;30;79,06
20217;LIXEIRA C/TAMPA CLICK INOX 9LTS;1;2;21,39;21,39;11,03;0;0;0;0;0;0;0;0;0;11,03;17;1,65;7,6;26,25;5,6149;15,7751;4,7451;22,18;30;25,21
20218;LIXEIRA C/TAMPA CLICK METAL 9LTS ROSE;1;7;22,99;22,99;11,88;0;0;0;0;0;0;0;0;0;11,88;17;1,65;7,6;26,25;6,0349;16,9551;5,0751;22,08;30;27,15
20219;LIXEIRA C/TAMPA CLICK METAL 9LTS VERM;1;2;12,48;12,48;11,35;0;0;0;0;0;0;0;0;0;11,35;17;1,65;7,6;26,25;3,276;9,204;-2,146;-17,2;30;25,94
20220;LIXEIRA C/TAMPA FECHADA 20LTS;1;2;11,59;11,59;10,48;0;0;0;0;0;0;0;0;0;10,48;17;1,65;7,6;26,25;3,0424;8,5476;-1,9324;-16,67;30;23,95
20221;LIXEIRA C/TAMPA RETRATIL 4,1L NUDE;1;7;16,99;16,99;9,05;0;0;0;0;0;0;0;0;0;9,05;17;1,65;7,6;26,25;4,4599;12,5301;3,4801;20,48;30;20,69
20222;LIXEIRA C/TAMPA RETRATIL 7,3L NUDE;1;4;19,99;19,99;11,18;0;0;0;0;0;0;0;0;0;11,18;17;1,65;7,6;26,25;5,2474;14,7426;3,5626;17,82;30;25,55
20223;LIXEIRA CAJOVIL URSO AZUL BEBE;1;0;19,26;19,26;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;5,0558;14,2043;14,2043;73,75;35;0
20224;LIXEIRA CAJOVIL URSO ROSA BEBE;1;0;19,26;19,26;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;5,0558;14,2043;14,2043;73,75;35;0
20225;LIXEIRA CAJOVIL URSO C/PE ROSA 717/16;1;0;37,21;37,21;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;9,7676;27,4424;27,4424;73,75;35;0
20226;LIXEIRA CAJOVIL URSO C/PE ROSA 740/16;1;1;33,67;33,67;15,4;0;0;0;0;0;0;0;0;0;15,4;17;1,65;7,6;26,25;8,8384;24,8316;9,4316;28,01;35;39,74
20227;LIXEIRA CAJOVIL URSO C/PE VERDE 740/9;1;2;33,67;33,67;13,843;0;0;0;0;0;0;0;0;0;13,843;17;1,65;7,6;26,25;8,8384;24,8316;10,9886;32,64;35;35,72
20228;LIXEIRA COJAVIL URSO C/PE AZUL 740/12;1;1;33,67;33,67;10,52;0;0;0;0;0;0;0;0;0;10,52;17;1,65;7,6;26,25;8,8384;24,8316;14,3116;42,51;35;27,15
20229;LIXEIRA INOX C/PEDAL 12L;1;3;119,9;119,9;58,56;0;0;0;0;0;0;0;0;0;58,56;17;1,65;7,6;26,25;31,4738;88,4263;29,8663;24,91;30;133,85
20230;LIXEIRA INOX C/PEDAL 3L;1;2;59,9;59,9;25,54;0;0;0;0;0;0;0;0;0;25,54;17;1,65;7,6;26,25;15,7238;44,1763;18,6363;31,11;30;58,38
20231;LIXEIRA INOX C/PEDAL 5L;1;2;79,9;79,9;39,39;0;0;0;0;0;0;0;0;0;39,39;17;1,65;7,6;26,25;20,9738;58,9263;19,5363;24,45;30;90,03
20232;LIXEIRA MESA BASCULADA C/TAMPA 2LTS;1;7;4,99;4,99;2,69;0;0;0;0;0;0;0;0;0;2,69;17;1,65;7,6;26,25;1,3099;3,6801;,9901;19,84;30;6,15
20233;LIXEIRA METAL 26X23CM PTA;1;3;25,99;25,99;11,18;0;0;0;0;0;0;0;0;0;11,18;17;1,65;7,6;26,25;6,8224;19,1676;7,9876;30,73;35;28,85
20234;LIXEIRA P/ESCRITORIO METAL INOX 10LTS;1;10;22,99;22,99;12,16;0;0;0;0;0;0;0;0;0;12,16;17;1,65;7,6;26,25;6,0349;16,9551;4,7951;20,86;30;27,79
20235;LIXEIRA PIA RATTAN C/TAMPA 5LTS;1;3;12,99;12,99;6,35;0;0;0;0;0;0;0;0;0;6,35;17;1,65;7,6;26,25;3,4099;9,5801;3,2301;24,87;30;14,51
20236;LIXEIRA QUAD JASPE 6L;1;2;169,69;169,69;68,5;0;0;0;0;0;0;0;0;0;68,5;17;1,65;7,6;26,25;44,5436;125,1464;56,6464;33,38;30;156,57
20237;LIXEIRA RATTAN C/PEDAL 7LTS;1;4;17,99;17,99;9,4;0;0;0;0;0;0;0;0;0;9,4;17;1,65;7,6;26,25;4,7224;13,2676;3,8676;21,5;30;21,49
20238;LIXEIRA SANREMO CASAR P/PIA 2,4L;1;1;14,98;14,98;7,87;0;0;0;0;0;0;0;0;0;7,87;17;1,65;7,6;26,25;3,9323;11,0478;3,1778;21,21;35;20,31
20239;LIXEIRA SANREMO FLIP PIA PLAS 2 5L CZ;1;1;14,99;14,99;8,28;0;0;0;0;0;0;0;0;0;8,28;17;1,65;7,6;26,25;3,9349;11,0551;2,7751;18,51;30;18,93
20240;LIXEIRA SANREMO FLIP PIA PLAS 2 5L PT;1;4;14,99;14,99;8,28;0;0;0;0;0;0;0;0;0;8,28;17;1,65;7,6;26,25;3,9349;11,0551;2,7751;18,51;30;18,93
20241;LIXEIRA SANREMO PIA 6 6L REF 280;1;1;32,99;32,99;18,16;0;0;0;0;0;0;0;0;0;18,16;17;1,65;7,6;26,25;8,6599;24,3301;6,1701;18,7;30;41,51
20247;LOCAO POS BARBA JAYLUC 100G;1;10;13,79;13,79;8,94;,7737;2,7512;0;0;0;0;0;0;0;8,8771;0;0;0;0;0;13,79;4,9129;35,63;35;13,66
20248;LOCOMOTIVA A PILHA;1;1;42,5;42,5;16,121;0;0;0;0;0;0;0;0;0;16,121;17;1,65;7,6;26,25;11,1563;31,3438;15,2228;35,82;30;36,85
20249;LOUSA MAGICA BORBOLETA TY19551;1;1;4,99;4,99;1,7196;0;0;0;0;0;0;0;0;0;1,7196;17;1,65;7,6;26,25;1,3099;3,6801;1,9605;39,29;30;3,93
20250;LOUSA MAGICA TREM;1;0;15,9;15,9;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;4,1738;11,7263;11,7263;73,75;30;0
20251;LOUSA MAGICA+CAN MAX-63151-18;1;1;7,69;7,69;3,47;0;0;0;0;0;0;0;0;0;3,47;17;1,65;7,6;26,25;2,0186;5,6714;2,2014;28,63;30;7,93
20252;LUGAR AMERICANO 30X45CM DOURADO;1;3;8,99;8,99;4,2;0;0;0;0;0;0;0;0;0;4,2;17;1,65;7,6;26,25;2,3599;6,6301;2,4301;27,03;35;10,84
20253;LUGAR AMERICANO 30X45CM VERDE;1;6;8,99;8,99;4,2;0;0;0;0;0;0;0;0;0;4,2;17;1,65;7,6;26,25;2,3599;6,6301;2,4301;27,03;35;10,84
20254;LUGAR AMERICANO 30X45CM VERDE ESCURO;1;3;8,99;8,99;4,2;0;0;0;0;0;0;0;0;0;4,2;17;1,65;7,6;26,25;2,3599;6,6301;2,4301;27,03;35;10,84
20255;LUGAR AMERICANO 30X45CM VERMELHO;1;8;9,99;9,99;4,2;0;0;0;0;0;0;0;0;0;4,2;17;1,65;7,6;26,25;2,6224;7,3676;3,1676;31,71;35;10,84
20256;LUGAR AMERICANO 33X48CM AZUL ESCURO;1;3;14,99;14,99;6,86;0;0;0;0;0;0;0;0;0;6,86;17;1,65;7,6;26,25;3,9349;11,0551;4,1951;27,99;35;17,7
20257;LUGAR AMERICANO 33X48CM PTO;1;4;14,99;14,99;6,86;0;0;0;0;0;0;0;0;0;6,86;17;1,65;7,6;26,25;3,9349;11,0551;4,1951;27,99;35;17,7
20262;LUGAR AMERICANO LINHAO NATAL 30X40;1;8;9,99;9,99;3,28;0;0;0;0;0;0;0;0;0;3,28;17;1,65;7,6;26,25;2,6224;7,3676;4,0876;40,92;35;8,46
20263;LUGAR AMERICANO POLIPROPILENO 39CM;1;7;11,99;11,99;5,3;0;0;0;0;0;0;0;0;0;5,3;17;1,65;7,6;26,25;3,1474;8,8426;3,5426;29,55;35;13,68
20264;LUGAR AMERICANO RED 30X30CM AZUL;1;10;10,99;10,99;4,9;0;0;0;0;0;0;0;0;0;4,9;17;1,65;7,6;26,25;2,8849;8,1051;3,2051;29,16;35;12,65
20265;LUGAR AMERICANO RED 30X30CM CINZA;1;8;10,99;10,99;4,9;0;0;0;0;0;0;0;0;0;4,9;17;1,65;7,6;26,25;2,8849;8,1051;3,2051;29,16;35;12,65
20266;LUGAR AMERICANO RED 30X30CM ROSE;1;7;10,99;10,99;4,9;0;0;0;0;0;0;0;0;0;4,9;17;1,65;7,6;26,25;2,8849;8,1051;3,2051;29,16;35;12,65
20267;LUGAR AMERICANO RED 30X30CM VERDE;1;1;10,99;10,99;4,9;0;0;0;0;0;0;0;0;0;4,9;17;1,65;7,6;26,25;2,8849;8,1051;3,2051;29,16;35;12,65
20268;LUGAR AMERICANO SANREMO DIA DIA SR594;1;2;3,89;3,89;2,1001;0;0;0;0;0;0;0;0;0;2,1001;17;1,65;7,6;26,25;1,0211;2,8689;,7688;19,76;41;6,41
20269;LUGAR AMERICANO SANREMO DIA DIA SR594/3;1;5;3,89;3,89;2,1;0;0;0;0;0;0;0;0;0;2,1;17;1,65;7,6;26,25;1,0211;2,8689;,7689;19,77;41;6,41
20270;LUMINARIA ELGIN SOBREPOR 18W 6500K;1;0;24,99;24,99;0;0;0;0;0;0;0;0;0;0;0;17;1,65;7,6;26,25;6,5599;18,4301;18,4301;73,75;35;0
20271;LUMINARIA LED EMERG FOXLUX;1;1;41,5;41,5;14,9272;0;0;0;0;0;0;0;0;0;14,9272;17;1,65;7,6;26,25;10,8938;30,6063;15,6791;37,78;40;44,23
20272;LUMINARIA MESA C/GARRA USB;1;8;43,9;43,9;21,8;0;0;0;0;0;0;0;0;0;21,8;17;1,65;7,6;26,25;11,5238;32,3763;10,5763;24,09;30;49,83
20273;LUMINARIA MESA FLEXIVEL C/SUPORTE;1;4;39,9;39,9;20,47;0;0;0;0;0;0;0;0;0;20,47;17;1,65;7,6;26,25;10,4738;29,4263;8,9563;22,45;30;46,79
20274;LUMINARIA MINI FORM LUA ESTRELA WX939;1;4;8,99;8,99;4,02;0;0;0;0;0;0;0;0;0;4,02;17;1,65;7,6;26,25;2,3599;6,6301;2,6101;29,03;35;10,37
20275;LUPA WESTERN 75MM;1;2;23,5;23,5;9,9;0;0;0;0;0;0;0;0;0;9,9;17;1,65;7,6;26,25;6,1688;17,3313;7,4313;31,62;37;26,94
20277;LUVA CONF LATEX G AMARELA;1;14;6,99;6,99;3,55;0;0;0;0;,142;,0515;,2374;0;0;3,0195;17;1,65;7,6;26,25;1,8349;5,1551;2,1356;30,55;30;6,9
20278;LUVA CONF LATEX M AMARELA;1;15;6,99;6,99;3,5493;0;0;0;0;,5069;,0514;,2369;0;0;3,1888;17;1,65;7,6;26,25;1,8349;5,1551;1,9663;28,13;30;7,29
20279;LUVA CONF LATEX P AMARELA;1;15;6,99;6,99;3,5392;0;0;0;0;,1391;,0505;,2326;0;0;3,0265;17;1,65;7,6;26,25;1,8349;5,1551;2,1286;30,45;30;6,92
20280;LUVA CONF LATEX XG AMARELA;1;6;6,99;6,99;6,59;0;0;0;0;,0919;,0334;,1537;0;0;6,2156;17;1,65;7,6;26,25;1,8349;5,1551;-1,0605;-15,17;30;14,21
20281;LUVA DANNY SILVER GRIP G AZUL;1;10;9,99;9,99;5,16;0;0;0;0;,8142;,0749;,3451;0;0;4,5469;17;1,65;7,6;26,25;2,6224;7,3676;2,8207;28,24;30;10,39
20282;LUVA DANNY SILVER GRIP M AZUL;1;10;9,99;9,99;5,16;0;0;0;0;,8142;,0749;,3451;0;0;4,6504;17;1,65;7,6;26,25;2,6224;7,3676;2,7172;27,2;30;10,63
20283;LUVA DANNY SILVER GRIP P AZUL;1;11;9,99;9,99;5,16;0;0;0;0;,6513;,0749;,3451;0;0;4,7075;17;1,65;7,6;26,25;2,6224;7,3676;2,6601;26,63;30;10,76
20284;LUVA DANNY SILVER GRIP XG AZUL;1;7;9,99;9,99;4,79;0;0;0;0;0;0;0;0;0;4,79;17;1,65;7,6;26,25;2,6224;7,3676;2,5776;25,8;30;10,95
20286;LUVA FORNO SIL;1;13;14,99;14,99;6,34;0;0;0;0;0;0;0;0;0;6,34;17;1,65;7,6;26,25;3,9349;11,0551;4,7151;31,46;38;17,73
20287;LUVA FORNO/FOGAO 16X25CM;1;5;5,99;5,99;2,31;0;0;0;0;0;0;0;0;0;2,31;17;1,65;7,6;26,25;1,5724;4,4176;2,1076;35,19;38;6,46
20288;LUVA INF MALHA.YX024;1;1;2,99;2,99;1,8109;0;0;0;0;0;0;0;0;0;1,8109;17;1,65;7,6;26,25;,7849;2,2051;,3942;13,18;35;4,67
20293;LUVA MULLER 1 2 LB LA;1;15;9,9;9,9;5,1;0;0;0;0;0;0;0;0;0;5,1;17;1,65;7,6;26,25;2,5988;7,3013;2,2013;22,23;35;13,16
20294;LUVA P/ADUL;1;1;4,99;4,99;1,9;0;0;0;0;0;0;0;0;0;1,9;17;1,65;7,6;26,25;1,3099;3,6801;1,7801;35,67;38;5,31
20296;LUVA P CRIANCA;1;13;3,99;3,99;2,12;0;0;0;0;0;0;0;0;0;2,12;17;1,65;7,6;26,25;1,0474;2,9426;,8226;20,62;35;5,47
20297;LUVA P CRIANCA LC;1;14;9,9;9,9;4,25;0;0;0;0;0;0;0;0;0;4,25;17;1,65;7,6;26,25;2,5988;7,3013;3,0513;30,82;35;10,97
20298;LUVA P PET;1;7;25,42;25,42;10,01;0;0;0;0;0;0;0;0;0;8,5814;17;1,65;7,6;26,25;6,6728;18,7473;10,1659;39,99;40;25,43
20299;LUVA P/PET 23X17CM;1;11;12,99;12,99;5,04;0;0;0;0;0;0;0;0;0;5,04;17;1,65;7,6;26,25;3,4099;9,5801;4,5401;34,95;38;14,1
20300;LUVA REMOVA PELO;1;6;20,19;20,19;18,33;0;0;0;0;0;0;0;0;0;18,33;17;1,65;7,6;26,25;5,2999;14,8901;-3,4399;-17,04;40;54,31
20301;LUVA SIL 22X18CM VERM;1;1;19,99;19,99;9,75;0;0;0;0;0;0;0;0;0;9,75;17;1,65;7,6;26,25;5,2474;14,7426;4,9926;24,98;35;25,16
20302;LUVA SIL 2PC;1;8;18,99;18,99;6,17;0;0;0;0;0;0;0;0;0;6,17;17;1,65;7,6;26,25;4,9849;14,0051;7,8351;41,26;35;15,92
20303;LUVA SOFT PIGMENTADA STARTOOLS;1;14;4,99;4,99;1,9;0;0;0;0;0;0;0;0;0;1,9;17;1,65;7,6;26,25;1,3099;3,6801;1,7801;35,67;35;4,9
20304;LUVA TERMICA COZINHA PRATICA;1;1;12,97;12,97;5,67;0;0;0;0;0;0;0;0;0;5,67;17;1,65;7,6;26,25;3,4046;9,5654;3,8954;30,03;30;12,96
20306;LUZ NOTURNA LED BIVOLT 3W;1;10;9,99;9,99;4,19;0;0;0;0;0;0;0;0;0;4,19;17;1,65;7,6;26,25;2,6224;7,3676;3,1776;31,81;35;10,81
20307;LUZ NOTURNA NUVEM LAMPADA LED 220V;1;3;22,99;22,99;9,38;0;0;0;0;0;0;0;0;0;9,38;17;1,65;7,6;26,25;6,0349;16,9551;7,5751;32,95;35;24,21
20308;LUZ NOTURNA SOL 7CM;1;10;12,99;12,99;4,74;0;0;0;0;0;0;0;0;0;4,74;17;1,65;7,6;26,25;3,4099;9,5801;4,8401;37,26;35;12,23
20309;M USO LUDICO KURSSIC BABY;1;11;11,99;11,99;5,54;0;0;0;0;0;0;0;0;0;5,54;17;1,65;7,6;26,25;3,1474;8,8426;3,3026;27,54;35;14,3
