"Código Produto";"Produto";"CGO";"Quantidade";"Valor Bruto";"Valor Liquido"
"5196";"CR DEN COLGATE MPA 180G";"800";"5.669,000";"44.728,41";"42.179,61"
"16842";"CR DEN COLGATE SENS XTREME 140G";"800";"184,000";"4.488,41";"4.488,41"
"16848";"CR DEN COLGATE T 12 180G GENG REFOR";"800";"83,000";"1.838,54";"1.838,54"
"16844";"CR DEN COLGATE T ACAO XTRA 120G WHITE";"800";"1.476,000";"13.269,24";"13.269,24"
"5215";"CR DEN COLGATE T ACAO XTRA 70G WHITE";"800";"513,000";"2.891,67";"2.891,67"
"16846";"CR DEN COLGATE TT12 180G ANTI TARTARO";"800";"61,000";"1.342,51";"1.342,51"
"33779";"CR DEN COLGATE TT12 180G ORIG MINT";"800";"265,000";"5.774,35";"5.774,35"
"5222";"CR DEN COLGATE TT12 90G ADVAN FRESH";"800";"246,000";"3.628,16";"3.628,16"
"5223";"CR DEN COLGATE TT12 90G WHITENING";"800";"483,000";"6.585,89";"6.585,89"
"16853";"CR DEN COLGATE WHITENING 180G";"800";"143,000";"3.115,97";"3.115,97"
"5235";"CR DEN ORAL B 70G 3D WHIT BRI FRESH";"800";"10,000";"79,90";"79,90"
"5241";"CR DEN SENSODYNE 90G EXTRA FRE BRANQ EXTRA FRE";"800";"157,000";"2.568,43";"2.568,43"
"5239";"CR DEN SENSODYNE 90G LIMPEZA PROFUND";"800";"73,000";"1.459,27";"1.459,27"
"5243";"CR DEN SENSODYNE 90G RAPIDO ALIVIO";"800";"159,000";"2.701,41";"2.701,41"
"16874";"CR DEN SORRISO 120G TRIPLA LIMPEZA COMPLETA";"800";"811,000";"5.020,09";"5.019,39"
"5273";"CR DEN SORRISO 180G";"800";"121,000";"855,23";"855,23"
"5244";"CR DEN SORRISO 70G TRIPLA LIMPEZA COMPLETA";"800";"1.868,000";"7.266,52";"7.266,32"
"5246";"CR DEN SORRISO 90G CARVAO ATIVADO";"800";"399,000";"3.513,77";"3.513,77"
"5249";"CR DENT CLOSE UP 70G PROT BIOATIVA";"800";"894,000";"3.322,66";"3.310,16"
"5250";"CR DENT CLOSE UP 70G TRIPLE HORTELA";"800";"5.234,000";"17.521,26";"11.501,56"
"5251";"CR DENT CLOSE UP 70G TRIPLE MENTA";"800";"313,000";"1.114,07";"768,09"
"5252";"CR DENT CLOSE UP 70G TRIPLE MENTA AMER";"800";"4.514,000";"15.443,56";"10.377,73"
"16827";"CR DENT COLGATE 180G CARVAO";"800";"286,000";"6.231,94";"6.231,94"
"16830";"CR DENT COLGATE MPA 120G";"800";"3.353,000";"23.827,97";"23.827,97"
"34568";"CR DENT COLGATE NATURALS 90G BIC E HORTELA";"800";"32,000";"470,08";"470,08"
"5225";"CR DENT COLGATE T ACAO 90G HORTELA";"800";"2.402,000";"12.600,54";"12.599,54"
"5226";"CR DENT COLGATE T ACAO 90G ORIG";"800";"3.834,000";"19.131,66";"19.014,46"
"5238";"CR DENT SENSODYNE 50G BRA EXT FRESH";"800";"44,000";"492,36";"492,36"
"5242";"CR DENT SENSODYNE 90G PROTECAO COMP";"800";"88,000";"1.495,12";"1.495,12"
"16864";"CR DENT SENSODYNE SENS ESM 100G";"800";"37,000";"1.013,43";"1.013,43"
"16865";"CR DENT SENSODYNE SENS GENGIVAS 100G";"800";"49,000";"1.342,11";"1.342,11"
"16870";"CR DENT SORRISO 120G DENTES BCOS";"800";"1.049,000";"5.543,41";"5.543,41"
"16866";"CR DENT SORRISO 2 EM 1 120G";"800";"173,000";"1.729,27";"1.729,27"
"5247";"CR DENT SORRISO 90G DENTES BCOS";"800";"209,000";"1.068,35";"1.068,35"
"34301";"CR DENT SORRISO 90G KOLYNOS";"800";"141,000";"989,49";"989,49"
"5253";"CR DENTAL CLOSE UP 100G LIQUIFRESH ICE";"800";"270,000";"2.048,00";"2.005,80"
"5254";"CR DENTAL CLOSE UP 100G LIQUIFRESH RED HOT";"800";"219,000";"1.657,71";"1.650,21"
"5258";"CR DENTAL CLOSE UP 85G CARVAO ADIV";"800";"38,000";"277,02";"277,02"
"5259";"CR DENTAL CLOSE UP 85G MULTIVITAM FRESH";"800";"17,000";"122,23";"122,23"
"5260";"CR DENTAL ORAL B 102G DETOX ANTITAR";"800";"6,000";"171,54";"171,54"
"5269";"CR DENTAL ORAL B 123 70G";"800";"17.850,000";"51.744,50";"47.437,54"
"7243";"CR DENTAL ORAL B 175G 100";"800";"22,000";"393,58";"393,58"
"37116";"CR DENTAL ORAL B 3D WHITE 140G";"800";"13,000";"194,87";"194,87"
"5265";"CR DENTAL ORAL B 50G KIDS";"800";"7,000";"64,75";"64,75"
"5263";"CR DENTAL ORAL B 50G KIDS MICKEY";"800";"200,000";"1.997,76";"1.997,76"
"5267";"CR DENTAL ORAL B 70G 4 EM 1";"800";"322,000";"1.627,58";"1.627,58"
"5271";"CR DENTAL ORAL B 70G EXTRA BRANCO";"800";"222,000";"1.116,88";"1.116,88"
"5272";"CR DENTAL ORAL B 70G EXTRA FRESH";"800";"244,000";"1.381,36";"1.378,66"
"37119";"CR DENTAL ORAL B EXTRA BCO 180GR";"800";"10,000";"92,90";"92,90"
"9207";"CR DENTAL SENSODYNE RAP ALIVIO 50G";"800";"137,000";"1.605,50";"1.605,50"
"5275";"CR DENTAL TANDY 50G MORANGO";"800";"136,000";"1.532,38";"1.532,38"
"5276";"CR DENTAL TANDY 50G TUTTI FRUTI";"800";"88,000";"982,93";"982,93"
"5277";"CR DENTAL TANDY 50G UVA";"800";"77,000";"858,98";"858,98"
"16877";"CR DI HELLEN HIDRATANTE FACIAL 50G";"800";"17,000";"285,43";"285,43"
"9215";"CR DIHELLEN 100G COLAGENO E ELASTINA";"800";"57,000";"1.139,43";"1.139,43"
"9218";"CR HID VEG AQUAGEL CLOY 200ML";"800";"2,000";"32,98";"32,98"
"16878";"CR HIDRAT DIHELLEN MAOS E PES 100G";"800";"40,000";"799,60";"799,60"
"16887";"CR LEITE TP PIRACANJUBA 200G";"800";"357,000";"1.031,89";"1.031,89"
"9219";"CR MASSAGEM DAGUA ALGAS CENT650G";"800";"4,000";"244,69";"244,69"
"16893";"CR MASSAGEM DAGUA NAT 350G NEUTRO";"800";"1,000";"32,59";"32,59"
"16894";"CR MASSAGEM DAGUA NAT 350PEROLAS";"800";"1,000";"37,99";"37,99"
"9220";"CR MASSAGEM DAGUA PIMENTA NEGRA650G";"800";"7,000";"533,64";"533,64"
"16897";"CR MASSAGEM HIDRAMAIS 500G NEUTRO";"800";"1,000";"42,99";"42,99"
"16903";"CR NIVEA LT 56G";"800";"3,000";"82,50";"82,50"
"37880";"CR P PENT NIELY GOLD 250G RECONS";"800";"2,000";"31,78";"31,78"
"16914";"CR P PENT NIELY H AGUA COCO 250G";"800";"14,000";"214,41";"214,41"
"5283";"CR PENT ELSEVE 250ML CACHOS DOS SONH";"800";"20,000";"499,00";"499,00"
"5284";"CR PENT ELSEVE 250ML GLYCOLIC GLOSS";"800";"25,000";"674,75";"674,75"
"5285";"CR PENT ELSEVE 250ML HIALURONICO";"800";"6,000";"164,96";"164,96"
"5287";"CR PENT ELSEVE 250ML LISO SONHOS E";"800";"13,000";"340,87";"340,87"
"5288";"CR PENT ELSEVE 250ML LONGO DOS SONHO";"800";"6,000";"167,98";"167,98"
"36185";"CR PENT ELSEVE COLLAGEN 250ML";"800";"2,000";"57,98";"57,98"
"5291";"CR PENT MONANGE 300ML CACHOS QUE TAL";"800";"6,000";"69,54";"69,54"
"5292";"CR PENT MONANGE 300ML HIDRATA C PODER";"800";"16,000";"191,81";"191,81"
"5293";"CR PENT MONANGE 300ML LISOS TE QUERO";"800";"29,000";"345,21";"345,21"
"5294";"CR PENT MONANGE 300ML QUIMICA S DRAMA";"800";"25,000";"290,66";"290,66"
"5295";"CR PENT PANTENE 240G BAMBU";"800";"29,000";"562,54";"562,54"
"5296";"CR PENT PANTENE 240G BIOTINAMINA";"800";"29,000";"567,09";"567,09"
"5297";"CR PENT PANTENE 240G HIDRATACAO";"800";"30,000";"586,08";"586,08"
"5301";"CR PENT SEDA 300ML BABOSA OLEOS";"800";"48,000";"559,62";"548,08"
"5302";"CR PENT SEDA 300ML CACH DEFINIDOS";"800";"265,000";"3.124,23";"3.060,45"
"5303";"CR PENT SEDA 300ML COLAGENO E VIT";"800";"134,000";"1.559,91";"1.519,78"
"5304";"CR PENT SEDA 300ML HIDRAT ANTI NOS";"800";"2,000";"22,98";"22,98"
"5305";"CR PENT SEDA 300ML JUNTINHOS CACHOS";"800";"89,000";"989,74";"988,21"
"5306";"CR PENT SEDA 300ML JUNTINHOS CRESPOS";"800";"1,000";"10,89";"10,89"
"5307";"CR PENT SEDA 300ML JUNTINHOS TODOS OS TIPOS";"800";"67,000";"744,06";"740,49"
"5308";"CR PENT SEDA 300ML LISO PERFEITO";"800";"132,000";"1.576,31";"1.529,56"
"5309";"CR PENT SEDA 300ML LUMINOUS UV";"800";"64,000";"766,61";"757,70"
"5313";"CR PENT SEDA 300ML PRETO LUMINOSO";"800";"118,000";"1.402,30";"1.370,14"
"5314";"CR PENT SEDA 300ML SOS CERAMIDAS";"800";"251,000";"2.949,19";"2.889,97"
"5316";"CR PENT SEDA 350ML BOOM DEFINICAO FLEXI";"800";"88,000";"1.086,06";"1.086,06"
"5317";"CR PENT SEDA 350ML BOOM DEFINICAO INTEN";"800";"121,000";"1.485,37";"1.485,37"
"5319";"CR PENT SEDA 350ML BOOM VOLUME MAXIMO";"800";"31,000";"380,79";"380,79"
"5327";"CR PENT VINI LADY 290G BRILHO INTENSO";"800";"26,000";"289,28";"289,28"
"5328";"CR PENT VINI LADY 290G COCO";"800";"42,000";"465,17";"465,17"
"5329";"CR PENT VINI LADY 290G LISO INTENSO";"800";"40,000";"447,42";"447,42"
"5331";"CR PENT VINI LADY 290G REPARA TOTAL";"800";"39,000";"433,49";"433,49"
"16930";"CR TRAT CAPILAR HEDERA BABOSA 960G";"800";"74,000";"1.027,86";"1.027,86"
"36186";"CR TRAT ELSEVE COLLAGEN 300G";"800";"10,000";"522,90";"522,90"
"16935";"CR TRAT HEDERA 960G CERAMIDAS";"800";"50,000";"694,50";"694,50"
"16936";"CR TRAT HEDERA 960G LISS PERFEITO";"800";"158,000";"2.194,62";"2.194,62"
"16937";"CR TRAT HEDERA 960G OLEO D ARGAN";"800";"77,000";"1.069,53";"1.069,53"
"16939";"CR TRAT HEDERA SH 960G BABOSA";"800";"64,000";"702,63";"702,63"
"16940";"CR TRAT HEDERA SH 960G BOMBA";"800";"55,000";"599,13";"599,13"
"16941";"CR TRAT HEDERA SH 960G CER.";"800";"53,000";"583,23";"583,23"
"16942";"CR TRAT HEDERA SH 960G LIS PERF";"800";"56,000";"613,47";"613,47"
"16947";"CR TRAT PANTENE 270ML HIDRATACAO";"800";"46,000";"1.423,19";"1.423,19"
"5338";"CR TRAT PENTEAR VINI LADY 900G ABACATE E TAMAR";"800";"35,000";"545,79";"545,79"
"5339";"CR TRAT PENTEAR VINI LADY 900G BRILHO INTENSO";"800";"46,000";"716,72";"716,72"
"5340";"CR TRAT PENTEAR VINI LADY 900G COCO";"800";"49,000";"776,79";"776,79"
"5341";"CR TRAT PENTEAR VINI LADY 900G FORCA TOT";"800";"3,000";"47,99";"47,99"
"5343";"CR TRAT PENTEAR VINI LADY 900G LISO INTENSO";"800";"44,000";"680,70";"680,70"
"5346";"CR TRAT PENTEAR VINI LADY 900G PRETO ABSOLUTO";"800";"59,000";"925,18";"925,18"
"5347";"CR TRAT PENTEAR VINI LADY 900G REPARACAO TOTAL";"800";"29,000";"446,79";"446,79"
"9229";"CR TRAT VINI LADY SC 700G BRILHO INTENSO";"800";"40,000";"437,78";"437,78"
"9231";"CR TRAT VINI LADY SC 700G COCO NUTRICAO";"800";"82,000";"895,53";"895,53"
"9232";"CR TRAT VINI LADY SC 700G HIDRAT INTENSA";"800";"33,000";"356,27";"356,27"
"9233";"CR TRAT VINI LADY SC 700G LISO INTENSO";"800";"87,000";"946,97";"946,97"
"9234";"CR TRAT VINI LADY SC 700G ONDAS E CACHOS";"800";"53,000";"582,23";"582,23"
"9236";"CR TRAT VINI LADY SC 700G REPARACAO TOTAL";"800";"69,000";"749,06";"749,06"
"5353";"CREAM CHEESE PRESIDENT 150G LIGHT";"800";"149,000";"1.886,61";"1.886,61"
"5352";"CREAM CHEESE PRESIDENT 150G TRAD";"800";"117,000";"1.472,63";"1.472,63"
"16952";"CREAMY BATAVO 180G CHOC";"800";"268,000";"1.489,52";"1.489,52"
"16953";"CREAMY BATAVO 180G CHOC BCO";"800";"88,000";"518,82";"518,82"
"33927";"CREATINA SHARK PRO 150G MONOHIDRAT NATU";"800";"4,000";"279,60";"279,60"
"5355";"CREME BARBA BOZZANO 65G ALOE VERA";"800";"24,000";"317,90";"317,90"
"5356";"CREME BARBA BOZZANO 65G MENTOLADO";"800";"15,000";"195,79";"195,79"
"5357";"CREME BARBA BOZZANO 65G PELE SENS";"800";"10,000";"129,51";"129,51"
"3427";"CREME CEBOLA APTI 68G";"800";"70,000";"412,30";"412,30"
"3428";"CREME CEBOLA MAGGI 68G";"800";"118,000";"969,82";"969,82"
"3429";"CREME CEBOLA YOKI 65G";"800";"55,000";"659,45";"659,45"
"3411";"CREME CULINARIO DAUS TP 200G";"800";"46.263,000";"90.628,47";"80.014,95"
"3411";"CREME CULINARIO DAUS TP 200G";"810";"4,000";"6,76";"6,76"
"33778";"CREME DEN COLGATE 90G ORIG MINT";"800";"350,000";"5.211,50";"5.211,50"
"33895";"CREME DENT CLOSE UP 100G CARVAO ATIVADO";"800";"49,000";"363,58";"363,58"
"33894";"CREME DENT CLOSE UP 128G CARVAO ATIVADO";"800";"111,000";"964,29";"964,29"
"36397";"CREME DENT COLGATE LUM COLOR 70G";"800";"309,000";"4.013,91";"4.013,91"
"5364";"CREME HIDR CLOY 200G CORPORAL VITAMINA A";"800";"4,000";"57,16";"57,16"
"5365";"CREME HIDR CLOY 200G CORPORAL VITAMINA B";"800";"3,000";"42,87";"42,87"
"5366";"CREME HIDR CLOY 200G CORPORAL VITAMINA C";"800";"5,000";"71,45";"71,45"
"34564";"CREME JOAO E MARIA 40G P ASSADURA";"800";"61,000";"792,39";"792,39"
"3413";"CREME LEITE ELEGE TP 200G LEVISSIMO";"800";"1.825,000";"5.821,75";"5.821,75"
"3415";"CREME LEITE ITALAC TP 200G";"800";"12.984,000";"37.163,93";"37.126,39"
"3416";"CREME LEITE ITALAC TP 200G ZERO LACTOSE";"800";"422,000";"1.442,26";"1.442,26"
"3412";"CREME LEITE NESTLE LT 300G";"800";"92,000";"1.093,88";"1.090,98"
"3419";"CREME LEITE NESTLE TP 200G";"800";"1.647,000";"8.205,03";"8.205,03"
"3423";"CREME LEITE NESTLE TP ZR LACT 200G ZERO LACTOSE";"800";"147,000";"880,53";"854,53"
"37863";"CREME LEITE TP DAUS 200G";"800";"11.840,000";"32.657,60";"30.589,58"
"37862";"CREME LEITE TP DAUS ZERO LACTOSE";"800";"417,000";"1.663,83";"1.661,83"
"5367";"CREME MASSAGEM DAGUA 650G NEUTRO";"800";"21,000";"1.241,70";"1.241,70"
"32712";"CREME NEILAR CEBOLA 60G ";"800";"176,000";"772,64";"772,64"
"2655";"CREME NUTELLA FERRERO 140G";"800";"383,000";"6.534,47";"6.534,47"
"2721";"CREME NUTELLA FERRERO 350G AVELA C CACAU";"800";"928,000";"25.090,20";"23.688,20"
"35581";"CREME P PENT SEDA 300ML TOQUE DE SEDA";"800";"112,000";"1.327,28";"1.326,78"
"5368";"CREME PANTENE 170G 3 MINUTOS HIDRATACAO";"800";"17,000";"527,81";"527,81"
"5370";"CREME PANTENE 170G 3 MINUTOS NUT UMECTANTE";"800";"14,000";"438,55";"438,55"
"5371";"CREME PANTENE 170G 3 MINUTOS RESTAURACAO";"800";"13,000";"408,26";"408,26"
"33959";"CREME PENT SEDA 1KG DEFINICAO FLEX";"800";"11,000";"318,12";"318,12"
"5394";"CREME PENT SEDA 1KG SUPER HIDRAT";"800";"24,000";"751,31";"751,31"
"5372";"CREME PREV HIPOGLOS 40G AMENDOAS";"800";"1,000";"30,50";"30,50"
"3426";"CREME QUEIJO APTI 68G";"800";"48,000";"249,12";"249,12"
"33362";"CREME REP DOVE LEAVE IN BOND 50ML";"800";"8,000";"167,92";"167,92"
"5375";"CREME RICOTA PRESIDENT 200G LIGHT";"800";"229,000";"2.262,11";"2.262,11"
"5378";"CREME RICOTA PRESIDENT 200G TRAD";"800";"156,000";"1.539,84";"1.539,84"
"5376";"CREME RICOTA SANTA CLARA 200G C ERVAS";"800";"36,000";"460,44";"460,44"
"5377";"CREME RICOTA SANTA CLARA 200G TRADICIONAL";"800";"29,000";"370,91";"370,91"
"5383";"CREME TRAT ELSEVE 300G GLYCOLIC GLOSS";"800";"11,000";"472,89";"472,89"
"5384";"CREME TRAT ELSEVE 300G HIALURONICO";"800";"5,000";"214,95";"214,95"
"5382";"CREME TRAT ELSEVE 300G LONGO DOS SONHO";"800";"5,000";"214,95";"214,95"
"5389";"CREME TRAT ELSEVE 300G RT5 REPARACAO";"800";"5,000";"214,95";"214,95"
"5393";"CREME TRAT PANTENE 550ML COLAGENO";"800";"35,000";"1.772,38";"1.772,38"
"34847";"CREME TRATAMENTO ELSEVE 300G LISO SONHOS";"800";"13,000";"558,87";"558,87"
"5395";"CREME VINI LADY 100G MAOS UNHA";"800";"18,000";"367,10";"367,10"
"5396";"CREME VINI LADY 100G RESSECADO";"800";"33,000";"705,87";"705,87"
"16954";"CREMOGEMA TRAD 180G";"800";"6,000";"67,74";"67,74"
"16958";"CREOLINA VD 50ML";"800";"4,000";"79,60";"79,60"
"11004";"CROISSANT DOCE MARQUESPAN KG";"800";"1,014";"60,52";"60,52"
"11007";"CROQUETE BATATA CARNE SPECIATTA";"800";"116,968";"6.541,20";"5.179,37"
"11009";"CROQUETE CARNE REQ SPECIATTA GDE";"800";"62,706";"4.389,42";"4.389,42"
"16960";"CRUZWALDINA 500ML";"800";"5,000";"199,50";"199,50"
"9245";"CS FORMA PAPEL BRANCA N 3 ";"800";"5,000";"14,95";"14,95"
"11016";"CUCA GOIABADA MARQUESPAN";"800";"106,440";"4.781,82";"4.729,02"
"11013";"CUCA MARQUESPAN DOCE LEITE KG";"800";"108,916";"4.889,91";"4.844,85"
"11018";"CUCA MARQUESPAN TRAD BAUN KG";"800";"99,583";"4.478,00";"4.469,14"
"16961";"CUCA TCHE PAO COLONIAL 450G";"800";"141,000";"1.521,39";"1.521,39"
"16964";"CUECA BOXER AZUL M";"800";"1,000";"19,99";"19,99"
"16968";"CUECA BOXER BCA M";"800";"1,000";"19,99";"19,99"
"16970";"CUECA BOXER CINZA G";"800";"1,000";"19,99";"19,99"
"16971";"CUECA BOXER CINZA GG";"800";"3,000";"59,97";"59,97"
"16973";"CUECA BOXER CINZA P";"800";"6,000";"119,94";"119,94"
"16974";"CUECA BOXER PTA G";"800";"3,000";"59,97";"59,97"
"16975";"CUECA BOXER PTA GG";"800";"4,000";"79,96";"79,96"
"16976";"CUECA BOXER PTA M";"800";"1,000";"19,99";"19,99"
"16977";"CUECA BOXER PTA P";"800";"3,000";"59,97";"59,97"
"16986";"CUECA BOXER S COSTURA  G";"800";"4,000";"79,96";"79,96"
"16987";"CUECA BOXER S COSTURA  GG";"800";"4,000";"79,96";"79,96"
"16989";"CUECA BOXER S COSTURA  P";"800";"2,000";"39,98";"39,98"
"17006";"CUIA MARTELADINHA";"800";"87,000";"2.596,13";"2.596,13"
"17007";"CUIA NUTRIPLAN C/PTO CERAM N1";"800";"1,000";"12,99";"12,99"
"17010";"CUIA PE METAL LASER";"800";"60,000";"2.087,17";"2.087,17"
"36308";"CUIA PERSONALIZADA BAKLIZI";"800";"1,000";"19,99";"19,99"
"17011";"CUIA PINTADA C/GRAVACAO LASER";"800";"4,000";"131,96";"131,96"
"17012";"CUIA PINTADA S/TAPA ERVA";"800";"7,000";"160,93";"160,93"
"17014";"CUIA SOU DO SUL S TAPA ERVA";"800";"59,000";"1.474,41";"1.462,41"
"17016";"CUIA TRABALHADA C MEDALHA";"800";"50,000";"1.995,00";"1.995,00"
"5405";"CURATIVO BAND AID 40UN TRANS";"800";"53,000";"1.070,07";"1.070,07"
"17025";"CURATIVO COTTONBABY 10UN TRAD";"800";"93,000";"352,47";"352,47"
"17026";"CURATIVO COTTONBABY 35UN TRAD";"800";"124,000";"1.201,56";"1.201,56"
"17034";"CX C 1 INTERRUPTOR TRAM SIMPLES";"800";"3,000";"37,77";"37,77"
"17035";"CX C/1 TOMADA TRAM 2P+T 10A/250V";"800";"1,000";"12,99";"12,99"
"17052";"CX P DOCE BOX SUL G C 5";"800";"1,000";"12,99";"12,99"
"17070";"CX TERMICA MOR 12L AZL";"800";"11,000";"692,89";"692,89"
"17071";"CX TERMICA MOR 12L PTA";"800";"5,000";"314,95";"314,95"
"17072";"CX TERMICA MOR 12L VRM";"800";"9,000";"566,91";"566,91"
"4523";"CX TERMICA MOR 26L CZA E PTO";"800";"1,000";"94,99";"94,99"
"8952";"CX TERMICA MOR 34L AZUL";"800";"3,000";"344,97";"344,97"
"17073";"CX TERMICA MOR 34L PTA";"800";"6,000";"689,94";"689,94"
"17081";"CX TERMICA TROPICAL 5L AZUL";"800";"4,000";"183,96";"183,96"
"17083";"CX TERMICA TROPICAL 5L VERM";"800";"6,000";"275,94";"275,94"
"11023";"DAMASCO UNIAGRO KG";"800";"16,972";"2.761,73";"2.761,73"
"35104";"DENTAL CASE DEC ANGEL";"800";"3,000";"29,97";"29,97"
"17090";"DENTAL CASE FUN ADUL";"800";"2,000";"19,98";"19,98"
"17091";"DENTAL CASE MICKEY";"800";"3,000";"41,97";"41,97"
"37618";"DENTAL CASE PLASUTIL DEC MENINO";"800";"1,000";"7,99";"7,99"
"17094";"DEO COLONIA GENIAL PET 110ML BABY";"800";"3,000";"59,70";"59,70"
"17097";"DEO COLONIA GENIAL PET 110ML MACHOS";"800";"2,000";"33,98";"33,98"
"9260";"DES AERO MONANGE 150ML DETOX FRESH";"800";"64,000";"812,16";"812,16"
"4463";"DES SANIT CX AC HARPIC DESC 50 PCT LAVANDA 02UN";"800";"5,000";"154,95";"154,95"
"17098";"DES SANIT CX AC HARPIC FRESH 6 LAVANDA 02 UN";"800";"2,000";"89,38";"89,38"
"9269";"DES SANIT GOTA LIMPA CX ACOP 50G MARINE";"800";"60,000";"593,40";"593,40"
"9270";"DES SANIT GOTA LIMPA CX ACOP 50G PINHO";"800";"92,000";"909,88";"909,88"
"17106";"DES SANIT HIGISOL FRESH BLIST FL UND";"800";"15,000";"144,40";"144,40"
"17107";"DES SANIT HIGISOL GEL ADES CITRICO";"800";"60,000";"973,00";"973,00"
"17108";"DES SANIT HIGISOLPAST AD LAV 9G C 4 PROM";"800";"4,000";"43,96";"43,96"
"34593";"DES SANIT PATO C6 PASTILHA ADES";"800";"31,000";"495,69";"495,69"
"17109";"DES SANIT PATO GEL ADES 38G MARINE MP";"800";"25,000";"374,75";"374,75"
"17110";"DES SANIT PATO GEL ADES C 2 FRU";"800";"10,000";"276,90";"276,90"
"17111";"DES SANIT PATO GEL ADES C 6 AP BLUE";"800";"13,000";"372,97";"372,97"
"17112";"DES SANIT PATO GEL ADES C 6 FLORES";"800";"8,000";"155,92";"155,92"
"17114";"DES SANIT PATO GEL ADES C 6 RF BLUE";"800";"16,000";"319,84";"319,84"
"9271";"DES SANIT PATO GEL ADES PROM RF 38G CITRUS";"800";"36,000";"539,64";"539,64"
"9272";"DES SANIT PATO GEL ADES PROM RF 38G LAVANDA";"800";"82,000";"1.229,18";"1.229,18"
"17118";"DES SANIT PATO PASTILHA C 3  TROPICAL 20%";"800";"29,000";"286,81";"286,81"
"17116";"DES SANIT PATO PASTILHA C 3 FLORES";"800";"20,000";"259,80";"255,80"
"17117";"DES SANIT PATO PASTILHA C 3 FRU";"800";"20,000";"285,80";"275,20"
"17123";"DES SANIT SANILUX C 3 30G";"800";"40,000";"538,80";"538,80"
"17121";"DES SANIT SANILUX C 3 30G LAVANDA";"800";"32,000";"428,48";"428,48"
"17122";"DES SANIT SANILUX C 3 30G MARINE";"800";"15,000";"202,85";"202,85"
"17125";"DESCANSO P/PANELA 15X15CM";"800";"1,000";"6,99";"6,99"
"17139";"DESCASCADOR LEG FRU INOX VERM ";"800";"1,000";"5,99";"5,99"
"17142";"DESCOLORANTE CARE LISS 20G CAMOMILA";"800";"2,000";"15,98";"15,98"
"9276";"DESENG AQUAFAST COZINHA 500ML LIMAO";"800";"115,000";"837,41";"837,41"
"5413";"DESENG CIF 450ML DOYP";"800";"54,000";"866,00";"866,00"
"5414";"DESENG CIF 500ML DERRETE GORDURA";"800";"26,000";"649,74";"649,74"
"5415";"DESENG CIF 500ML GATILHO 35 DESC";"800";"3,000";"53,70";"53,70"
"5416";"DESENG CIF 500ML GATILHO ULT RAP";"800";"20,000";"463,80";"463,80"
"5418";"DESENG CIF 500ML SPRAY ULTRA RAP";"800";"18,000";"305,82";"305,82"
"35166";"DESENG CIF RF 450ML DERRETE GORD";"800";"30,000";"431,70";"431,70"
"5419";"DESENG GIRANDO SOL 500ML SQUEEZE COZINHA";"800";"371,000";"2.251,49";"2.175,49"
"9278";"DESENG UAU COZINHA SQ 500ML";"800";"56,000";"559,44";"559,44"
"5423";"DESENG VEJA COZ 500ML AP 30PCT DESC LAVANDA";"800";"14,000";"378,96";"378,96"
"5424";"DESENG VEJA COZ 500ML AP 30PCT DESC LIMAO";"800";"1,000";"30,89";"30,89"
"5421";"DESENG VEJA REF 400ML LARANJA";"800";"19,000";"281,37";"281,37"
"5420";"DESENG VEJA REF 400ML LIMAO";"800";"14,000";"215,56";"215,56"
"5426";"DESENG VEJA SQZ LV500PG400ML LAVANDA";"800";"103,000";"1.675,70";"1.675,70"
"5427";"DESENG VEJA SQZ LV500PG400ML LIMAO";"800";"106,000";"1.739,34";"1.739,34"
"17148";"DESENGR CHEMICOLOR ORANGE 250ML";"800";"56,000";"425,04";"425,04"
"17156";"DESINF APYCE 2L JASMIM";"800";"940,000";"5.414,60";"5.411,60"
"17157";"DESINF APYCE 2L LAVANDA";"800";"1.075,000";"6.153,25";"6.150,25"
"17158";"DESINF APYCE 2L PINHO";"800";"775,000";"4.588,25";"4.566,25"
"9279";"DESINF AQUAFAST 1L CAMPOS LAVANDA";"800";"203,000";"1.479,87";"1.479,87"
"9280";"DESINF AQUAFAST 1L PAIXAO";"800";"242,000";"1.894,88";"1.894,88"
"17160";"DESINF AQUAFAST 2L CHA BRANCO";"800";"139,000";"1.666,61";"1.666,61"
"17162";"DESINF AQUAFAST 2L FLORIDO";"800";"63,000";"755,37";"755,37"
"37423";"DESINF AQUAFAST 2L HARMONIA NAT";"800";"159,000";"1.906,41";"1.906,41"
"17163";"DESINF AQUAFAST 2L MARINE";"800";"164,000";"1.966,36";"1.966,36"
"17164";"DESINF AQUAFAST 5L MARINE";"800";"112,000";"2.535,36";"2.535,36"
"5434";"DESINF AQUAFAST HARMONIA 2L LAVANDA";"800";"240,000";"2.392,02";"2.392,02"
"5432";"DESINF AQUAFAST HARMONIA 2L PAIXAO";"800";"98,000";"962,58";"962,58"
"5431";"DESINF AQUAFAST HARMONIA 5L LAVANDA";"800";"144,000";"3.314,54";"3.314,54"
"5433";"DESINF AQUAFAST HARMONIA 5L PAIXAO";"800";"149,000";"3.418,45";"3.418,45"
"17169";"DESINF GIRANDO SOL 2L EUCALIPTO";"800";"177,000";"1.689,13";"1.689,13"
"9281";"DESINF GIRANDO SOL 2L JASMIM";"800";"121,000";"1.151,25";"1.151,25"
"5435";"DESINF GIRANDO SOL 2L LAVANDA";"800";"427,000";"4.073,03";"4.073,03"
