CODIGO_PRODUTO;DESCRICAO_PRODUTO;QTD_INCINERADA;CODIGO_FORNECEDOR;FORNECEDOR
8263;SH PALMOLIVE 350ML ACIDO HIALURONIC;8;15318;PODAL IND E COM DE ALIMENTOS LTDA
4115;ALVEJ GIRANDO SOL 2L S CLORO;8;10334;IND COM PROD LIMP GIRANDO SOL LTDA
3663;MOEDOR SAL ROSA EQUIL SAUDAVEL 100G LEMON PEPPER;8;9648;EQUILIBRIO SAUDAVEL PROD NATURAIS EIRELI
33458;AMACIANTE APYCE 2L TRAD AZ;8;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
2497;KETCHUP ODERICH BISN 400G TRAD;8;14671;CONSERVAS ODERICH SA
34840;KETCHUP FUGINI SH 180G;8;5791;FUGINI ALIMENTOS LTDA
5276;CR DENTAL TANDY 50G TUTTI FRUTI;8;15318;PODAL IND E COM DE ALIMENTOS LTDA
7979;SABONETE PROTEX 85G OMEGA 3;8;15318;PODAL IND E COM DE ALIMENTOS LTDA
20613;MAS ESPAGUETINI ISABELA SEMOLA 500G;8;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
2275;CAPSULA DOLCE GUSTO 131G C 10 SENSACAO;8;15134;NESTLE BRASIL LTDA
1981;CAPPUCCINO PRONTO 3C 260ML CHOC;8;8702;CAFE TRES CORACOES S.A
2951;MOLHO PIMENTA TRISANTI 225G BIQUINHO;8;16989;SANTI INDUSTRIA E COMERCIO LTDA
289;CERV SOL PREMIUM LN 330ML;8;15441;SPAL IND BRAS BEBIDAS AS
2080;CHA REAL MULTIERVAS 14G LIMAO GENG MEL;8;6364;MOINHOS UNIDOS BRASIL MATE S.A
604;SUCO DEL VALLE TP 1L LARANJA;8;15441;SPAL IND BRAS BEBIDAS AS
1462;CHOC TABLETE 1891 TROPICAL 90G TROPICAL;8;6703;VONPAR ALIMENTOS S.A
1566;COBER KLAIN 1 01KG AO LEITE;8;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
21693;PAPEL HIG NATUPEL PREM FS 60M C 4;8;8305;NATURAPEL IND DE PAPEIS LTDA
17504;ELIM ODORES SANOL 2L FLORAL;8;17051;TOTAL QUIMICA LIMITADA
558;REPOS ENGOV AFTER 250ML TANGERINA;8;9274;DISBAL RS DISTRIBUIDORA BALESTRIN LTDA
210;CERV SKOL BEATS SENSES LT 269ML;8;9638;CRBS AS CDD PELOTAS
3848;ARROZ BCO BOM GOSTO TP1 5KG BOM GOSTO;8;16999;INDUSTRIA E COMERCIO DE CEREAIS BOM DE GOSTO LTDA
2049;ARROZ OISHII MAI MANINHO 1KG;8;3475;COMERCIAL DE CEREAIS MANINHO LTDA
1158;BALA TOFFANO 400G MENTA;8;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
1934;RAPAD STO ANTONIO 200G COCO LEITE;8;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
2831;MASSA C OVOS GERMANI 500G ESPAGUETE;8;16963;GERMANI ALIMENTOS LTDA
5226;CR DENT COLGATE T ACAO 90G ORIG;8;15318;PODAL IND E COM DE ALIMENTOS LTDA
5758;ENXAG BUCAL COLGATE PLAX 250ML MINT;8;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
21665;PAPEL HIG DOBLE SOFTCAR FD 40UN 20M;8;11038;ASTORIA PAPEIS LTDA FILIAL
20660;MAS PARAF PARATI SEMOLA 1K;8;12257;PARATI IND.COM.DE ALIMENTOS LTDA
33968;PAPEL HIG SIRIUS PREMIER FD 20M C12;8;17035;ESTRELA INDUSTRIA DE PAPEL LTDA
34460;ENERG MONSTER LT 473ML PIPELINE PUNCH;8;15441;SPAL IND BRAS BEBIDAS AS
30342;DUETO FUGINI SH 1 7KG MILHO ERVILHA;8;5791;FUGINI ALIMENTOS LTDA
13716;BOMBOM GAROTO SERENATA AMOR 210 7G;7;15134;NESTLE BRASIL LTDA
1510;BISC ISABELA TORTINHAS 140G CHOC BCO;7;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
2710;LEITE PO CCGL INTEGRAL SH 200G INSTANTANEO;7;12591;COOP CENTRAL GAUCHA LTDA
2234;CAPSULA DOLCE GUSTO 172G C 10 MOCHA CANELA;7;15134;NESTLE BRASIL LTDA
965;MOLHO BARBECUE KONSUMO SH 7G C 189U;7;2980;KONSUMO INDUSTRIA E COMERCIO LTDA
3467;TEMP AMACIANTE CARNE KITANO 120G;7;3528;FABIANO ZAFFALON E CIA.
33287;AMAC APYCE 5L JASMIM RSA;7;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
6120;FRALDA BAS SUP NOVA PAMPERS XXG 20UN;7;6644;ONIZ DISTRIBUID LTDA SCJ
2605;MOLHO TOM POMAROLA SH 300G BOLONHESA;7;15139;CARGIL AGRICOLA S A GOIANI
946;MAIONESE LIZA BD 2 7KG CASEIRA;7;15139;CARGIL AGRICOLA S A GOIANI
1238;CHOC BARRA NEUGEBAUER 80G MEIO AMARGO;7;6703;VONPAR ALIMENTOS S.A
2962;MOLHO SHOYU KITANO 150ML;7;3528;FABIANO ZAFFALON E CIA.
2538;DOCE DOCITO 990G CREMOSO C LEITE;7;12457;INDUSTRIA MIRIAM LTDA
21701;PAPEL HIG SULINO NEUTRO FS FD 12UN DE 60M;7;11038;ASTORIA PAPEIS LTDA FILIAL
347;CERV PATAGONIA AMBER LT 473ML;7;9638;CRBS AS CDD PELOTAS
2262;ARROZ MANINHO POLI T1 VACUO 500G JAPONES;7;3475;COMERCIAL DE CEREAIS MANINHO LTDA
5225;CR DENT COLGATE T ACAO 90G HORTELA;7;15318;PODAL IND E COM DE ALIMENTOS LTDA
1294;CHOC BARRA NESTLE 80G AO LEITE;7;15134;NESTLE BRASIL LTDA
397;ENERG MONSTER LT 473ML WATERMELON;7;15441;SPAL IND BRAS BEBIDAS AS
336;CHA ICE TEA LEAO PET 1 5L LIMAO;7;15441;SPAL IND BRAS BEBIDAS AS
2214;CAPSULA DOLCE GUSTO 80G C 10 MATINAL;7;15134;NESTLE BRASIL LTDA
33740;BOLA PVC FUTEBOL N5;7;10770;RIO TIJUCAS IMPORTADORA LTDA
7971;SABONETE PROTEX 85G CREAM;7;15318;PODAL IND E COM DE ALIMENTOS LTDA
1689;MARSHMALLOWS FOFS 220G BRUXOLITO PINTA;7;7493;FLORESTAL ALIMENTOS S.A.
3952;AGUA SANIT Q BOA 5L;7;9499;INDUSTRIAS ANHEMBI LTDA.
33285;AMACIANTE APYCE 2L JASMIM ROSA;7;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
2396;MILHO VERDE OLE LT 170G;7;7715;ANGELO AURICCHIO & CIA LTDA
2850;MAIONESE HEINZ PT 400G;7;10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA
8642;ALVEJ VANISH PODER O2 450G WHITE;7;15318;PODAL IND E COM DE ALIMENTOS LTDA
16866;CR DENT SORRISO 2 EM 1 120G;7;15318;PODAL IND E COM DE ALIMENTOS LTDA
6119;FRALDA BAS SUP NOVA PAMPERS XG 22UN;7;6644;ONIZ DISTRIBUID LTDA SCJ
33289;SOPAO MAGGI 200G FEIJAO MACARRAO;7;15134;NESTLE BRASIL LTDA
1718;MARSHMALLOW FINI 80G TORCAO;7;12104;SANCHEZ CANO LTDA
3888;ABS C ABAS ALWAYS LV PG 32UN NOTUR;7;6644;ONIZ DISTRIBUID LTDA SCJ
1966;BIS LACTA 100 8G BLACK;7;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1602;CONFEITO BIBS AMEND 40G;7;6703;VONPAR ALIMENTOS S.A
21888;PEPINO ODERICH LT 200G;7;15520;CONSERVAS ODERICH SA
3839;ENERG MONSTER LT 473ML PEACHY KEEN;7;15441;SPAL IND BRAS BEBIDAS AS
12166;ABS DIARIO COTTONBABY C 15 S PERF;7;6567;HIGIE-PLUS INDUSTRIA E COM.LTDA
7860;SABAO PO SURF 800G LAVANDA;7;17017;ZAFFALON E CIA LTDA
35236;BOMBOM LACTA OREO 20G;7;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
7202;ALVEJ MULTI USO VANISH 1 5L WHITE;7;15318;PODAL IND E COM DE ALIMENTOS LTDA
898;REFRIG FANTA MARACUJA LT 350ML;7;15441;SPAL IND BRAS BEBIDAS AS
4118;ALVEJ Q BOA 1L LAVANDA;7;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
3684;TEMP KITANO ALECRIM DESID 6G;7;3528;FABIANO ZAFFALON E CIA.
2125;CHA REAL MULTIERVAS 15G MACA CANELA;7;6364;MOINHOS UNIDOS BRASIL MATE S.A
1563;COBER KLAIN 1 01KG BRANCO;6;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
3886;ABS C ABAS ALWAYS 8UN NOITE SUAV XG;6;6644;ONIZ DISTRIBUID LTDA SCJ
8288;SH PANTENE 175ML EQUIL ALGA MAR;6;6644;ONIZ DISTRIBUID LTDA SCJ
128;CERV SKOL PILSEN GF 300ML RETORNAVEL;6;9638;CRBS AS CDD PELOTAS
3749;TEMP COMPLETO ARISCO 300G C PIMENTA;6;17017;ZAFFALON E CIA LTDA
9924;ODORIZ PURO AR APAR REFIL 12ML LAVANDA;6;8714;BASTON DO BRASIL PRODUTOS QUIMICO LTDA
1109;BALA TOFFANO FORTGURT 250G;6;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
396;ENERG MONSTER LT 473ML ULTRA;6;15441;SPAL IND BRAS BEBIDAS AS
2061;CHA REAL MULTIERVAS 10G CAMOMILA;6;6364;MOINHOS UNIDOS BRASIL MATE S.A
2465;SARDINHA C OLEO G COSTA LT 125G OLEO;6;10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA
5244;CR DEN SORRISO 70G TRIPLA LIMPEZA COMPLETA;6;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
23359;SALG JUMBITOS PRESUNTO 55G;6;4879;SEMALO IND E COMERCIO ALIMENTOS LTDA
2246;CAPSULA 3C HAVANA 110G C 10 CAPP DOCE LEITE;6;8702;CAFE TRES CORACOES S.A
3610;TEMP ERVA DOCE KITANO 40G;6;3528;FABIANO ZAFFALON E CIA.
15192;CAFE SOL NESCAFE TRAD L200P180G;6;15134;NESTLE BRASIL LTDA
951;BANHA PORCO ODERICH 360G;6;15520;CONSERVAS ODERICH SA
985;MOSTARDA ODERICH SH 1KG;6;15520;CONSERVAS ODERICH SA
2982;ACUCAR MASCAVO ST ANTONIO 500G;6;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
10241;SH DARLING 350ML TILIA;6;15318;PODAL IND E COM DE ALIMENTOS LTDA
1329;CHOC NESTLE CLASSIC 150G AO LEITE;6;15134;NESTLE BRASIL LTDA
22970;ROSCA TRANCADA BONE DEMAIS C/01 60G;6;14361;BONE DEMAIS IND E COM DE ART P ANIMAIS L
3538;TEMP PIMENT REINO PTA PO KITANO 15G;6;3528;FABIANO ZAFFALON E CIA.
2255;ARROZ MANINHO INTEG VACUO 500G VERMELHO;6;3475;COMERCIAL DE CEREAIS MANINHO LTDA
29707;CHOC BARRA LACTA DIAMANTE NEGRO 28G;6;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1826;BALA GOMA FINI GELATINA 90G AMORA;6;12104;SANCHEZ CANO LTDA
3176;SALG ELMA CHIPS PINGO DOURO 120G PICANHA;6;10124;PEPSICO DO BRASIL LTDA
391;ENERG MONSTER LT 473ML KHAOTIC JUICE;6;15441;SPAL IND BRAS BEBIDAS AS
571;REPOS POWERADE 500ML UVA;6;15441;SPAL IND BRAS BEBIDAS AS
3415;CREME LEITE ITALAC TP 200G;6;3075;GOIASMINAS INDUSTRIA DE LATICINIOS LTDA
5694;DETERG YPE 500ML CLEAR CARE;6;4434;QUIMICA AMPARO LTDA.
6687;LAVA ROUPA ARIEL 1 5L CLASSIC SACHE BRANCAS E COLO;6;6644;ONIZ DISTRIBUID LTDA SCJ
2190;CAPSULA 3C 80G C 10 ESPRESSO DECAF;6;8702;CAFE TRES CORACOES S.A
6736;LAVA ROUPA SURF 3L LAVANDA;6;17017;ZAFFALON E CIA LTDA
3743;TEMP KITANO BICARBONATO SODIO 80G;6;3528;FABIANO ZAFFALON E CIA.
24314;SH DARLING DETOX 350ML;6;15318;PODAL IND E COM DE ALIMENTOS LTDA
15295;CALDO MAGGI 57G COSTELA;6;15134;NESTLE BRASIL LTDA
2811;POLENTINA QUAKER 500G;6;10124;PEPSICO DO BRASIL LTDA
1465;CHOC TABLETE 1891 90G SUPREME AO LEIT;6;6703;VONPAR ALIMENTOS S.A
1960;BIS LACTA 100 8G OREO;6;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
246;CERV CORONA EXTRA LN 330ML;6;9638;CRBS AS CDD PELOTAS
2487;DOCE DIFRUTTI 400G GOIABA;6;12457;INDUSTRIA MIRIAM LTDA
995;BISC MUCILON LANCHINHO 35G MOR BAN;6;15134;NESTLE BRASIL LTDA
34294;ACHOC PO 3C LT 350G CHOCOLATTO;6;8702;CAFE TRES CORACOES S.A
238;VH DEL GRANO GOLD TINTO 750ML DEMI SEC;6;16728;BASSO VINHOS E ESPUMANTES LTDA
1172;BALA TOFFANO MORANGO 500G;6;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
1553;BISC SALG SALKIM 90G PIZZA;6;8565;SAGRA INDE COM DE PROD ALIM LTDA
2570;DOCE STA CLARA 400G ABACAXI;6;10421;COOP SANTA CLARA LTDA IND DE LATICINIOS
2120;CHA REAL MULTIERVAS 14G CAMOMIL MEL;6;6364;MOINHOS UNIDOS BRASIL MATE S.A
3058;CEREAL MAT NESTLE CX 230G MOCA FLAKES;6;15134;NESTLE BRASIL LTDA
33436;BEBIDA NESCAFE PRO ENERGY 270ML CAPUCCINO CLASS;6;15134;NESTLE BRASIL LTDA
994;BISC MUCILON LANCHINHO 35G LAR BAN;6;15134;NESTLE BRASIL LTDA
3670;LEITE COND MOCA NESTLE TP 395G ZERO LACTOSE;6;15134;NESTLE BRASIL LTDA
18347;EXT TOM ELEFANTE 300G STROGONOFF;6;15139;CARGIL AGRICOLA S A GOIANI
5252;CR DENT CLOSE UP 70G TRIPLE MENTA AMER;6;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
1370;BISC CEREALE INTEG 141G MACA UVA PASSA;6;15497;PANDURATA ALIMENTOS LTDA
635;SUCO DEL VALLE LT 290ML MARACUJA;6;15441;SPAL IND BRAS BEBIDAS AS
2662;DOCE LEITE STA CLARA PT 400G ZR LAC;6;10421;COOP SANTA CLARA LTDA IND DE LATICINIOS
7974;SABONETE PROTEX 85G LIMPEZA PROFUND;6;15318;PODAL IND E COM DE ALIMENTOS LTDA
14975;CACHORRINHO BONE DEMAIS 70G;6;14361;BONE DEMAIS IND E COM DE ART P ANIMAIS L
24842;TINTURA CORETON 170G 8 3 LOURO CLAR;6;6962;CENTRAL DISTR OFERTAO DE ALIM LTDA
21386;OLEO SOJA LIZA PET 900ML;6;15139;CARGIL AGRICOLA S A GOIANI
34285;CHOC BIBS STICKS 29G BRIGADEIRO;6;6703;VONPAR ALIMENTOS S.A
586;SUCO COM TEM VERDE VD 1L;6;6424;BEBIDAS FRUKI LTDA
20817;MILHO VERDE FUGINI SH 1 7K;6;5791;FUGINI ALIMENTOS LTDA
3784;VINAGRE VINHO ROSINA 750ML TINTO;6;14064;SOC DE BEBIDAS PANIZZON LTDA
3334;COBERT SELECTA 300G CHOC;6;6485;PIETROBON E CIA. LTDA
1519;CHOC KINDER OVO LUI PLAYMOBIL 40G;6;15318;PODAL IND E COM DE ALIMENTOS LTDA
2534;DOCE DIFRUTTI 1 010KG MORANGO;6;12457;INDUSTRIA MIRIAM LTDA
537;GATORADE 500ML BERRY BLUE;6;9638;CRBS AS CDD PELOTAS
3152;SALG ITALIANY 100G;6;16948;ITALIANY ALIMENTOS LTDA.
16870;CR DENT SORRISO 120G DENTES BCOS;6;15318;PODAL IND E COM DE ALIMENTOS LTDA
23110;SABON PALMOLIVE 150G TANGERINA ALEC;6;15318;PODAL IND E COM DE ALIMENTOS LTDA
1603;CONFEITO BIBS AO LEITE 40G;6;6703;VONPAR ALIMENTOS S.A
1659;WAFFER ISABELA 100G MORANGO;6;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
21694;PAPEL HIG NESS FD 20M 12UN;6;18272;INDAIAL PAPEL EMBALAGENS LTDA
5113;COND VINI LADY 325ML ONDAS/CACHOS;6;6857;SGM INDUSTRIA DE COSMETICOS LTDA
3876;BOMBOM AMOR CARIOCA 200G DUO;6;6703;VONPAR ALIMENTOS S.A
1243;CHOC BARRA NEUGEBAUER 80G PRETO E BRANCO;6;6703;VONPAR ALIMENTOS S.A
5001;COND PALMOLIVE 350ML ACIDO HIALURONI;6;15318;PODAL IND E COM DE ALIMENTOS LTDA
15529;CAP DOLCE GUSTO CHOCOCI KITKA C 10;6;15134;NESTLE BRASIL LTDA
1892;PIRULITO TOFFANO POP BRINQ 600G;6;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
1919;RAPAD STO ANTONIO 140G CROKITO;6;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
3337;SALG DORITOS 75G QUEIJO NACHO;6;10124;PEPSICO DO BRASIL LTDA
13113;BATATA PALHA BIG MAIS 450G;6;5196;LUCAS IND E COM DE GENEROS ALIMENTICIOS
755;REFRIG SCHWEPPES CITRUS PET 1 5L;6;15441;SPAL IND BRAS BEBIDAS AS
5445;DESINF HARPIC 500ML CLORO FORTE;6;15318;PODAL IND E COM DE ALIMENTOS LTDA
980;OLEO SOJA COAMO PET 900ML;5;11522;COAMO AGROINDUSTRIAL COOPERATIVA
1323;CHOC LACTA INTENSE 60 CAFE 85G;5;4304;MONDELEZ BRASIL LTDA
23120;SAB PROTEX 85G CARVAO ATIVADO;5;15318;PODAL IND E COM DE ALIMENTOS LTDA
10179;SABON PALMOLIVE NATURALS 85G OLEO ARGAN;5;15318;PODAL IND E COM DE ALIMENTOS LTDA
2763;MAIONESE FUGINI SH BICO 300G TRAD;5;5791;FUGINI ALIMENTOS LTDA
2986;ACUCAR MASCAVO STO ANTONIO 400G ORGANICO;5;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
1460;CHOC TABLETE 1891 90G 55 CACAU DARK;5;6703;VONPAR ALIMENTOS S.A
1185;BALA TOFFANO MINT 600G;5;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
7958;SABON PALMOLIVE NUTRI 85G LV6PG5 FRAMB AMORA;5;15318;PODAL IND E COM DE ALIMENTOS LTDA
18801;FRALDA GERIATRICA BIGFRAL CLASS C 8 M;5;3266;NILO TOZZO DISTRIBUIDORA LTDA
20583;MAS CASEIRA KLAIN N2 BAND 400G;5;3589;EVERTON RICARDO BIEHL SOTT & CIA LTDA.
637;SUCO DEL VALLE LT 290ML PESSEGO;5;15441;SPAL IND BRAS BEBIDAS AS
8227;SH HEAD SHOULDERS 200ML HIDRATACAO;5;6644;ONIZ DISTRIBUID LTDA SCJ
22105;POLENTA SINHA 500G;5;15400;CARAMURU ALIMENTOS LTDA.
5691;DETERG YPE 500 ML CLEAR;5;4434;QUIMICA AMPARO LTDA.
1646;TORRADA BAUDUCCO 284G MULTIGRAOS;5;15497;PANDURATA ALIMENTOS LTDA
1232;BISC COOKIE BAUDUCCO 100G CHOC;5;15497;PANDURATA ALIMENTOS LTDA
105;REFRE PO FRISCO 18G GUARANA;5;8702;CAFE TRES CORACOES S.A
9735;LAVA ROUPA AQUA FAST 3L TERNURA;5;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
8840;AMAC AQUAFAST EMB ECON 5L VERM SEDUCAO;5;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
5742;ENERG MONSTER LT 473ML FIESTA MANGO;5;15441;SPAL IND BRAS BEBIDAS AS
602;SUCO DEL VALLE TP 1L ABACAXI;5;15441;SPAL IND BRAS BEBIDAS AS
3109;AMEND YOKI DESCASC 500G SALGADO;5;3528;FABIANO ZAFFALON E CIA.
2342;ATUM RALADO G COSTA 170G EM OLEO;5;10142;KASADOCE DISTRIBUIDORA DE ALIMENTOS LTDA
8185;SH DOVE 400ML TEX REAIS CACHE;5;17017;ZAFFALON E CIA LTDA
15564;CAP STARBUCKS COLOMBIA ESPRE C 10;5;15134;NESTLE BRASIL LTDA
3056;CEREAL MAT NESTLE CX 210G KIT KAT;5;15134;NESTLE BRASIL LTDA
2081;CAFE SOL 3C SH 40G TRAD;5;8702;CAFE TRES CORACOES S.A
8195;SH DOVE 400ML RITUAL REPARA;5;17017;ZAFFALON E CIA LTDA
2112;CHA REAL MATE TOSTADO 32G NATURAL;5;6364;MOINHOS UNIDOS BRASIL MATE S.A
6891;LIMP MULTI UAU 500ML FLORES FRESCOR;5;3266;NILO TOZZO DISTRIBUIDORA LTDA
64;AGUA MIN DA PEDRA LT 350ML S GAS S GAS;5;6424;BEBIDAS FRUKI LTDA
1970;DOCE N BONN PACOCA 1KG CASEIRA;5;3818;ALIMENTOS N BONN LTDA
3869;CHA ICE TEA LEAO PET 450ML PESSEGO ZERO;5;15441;SPAL IND BRAS BEBIDAS AS
21691;PAPEL HIG NATUPEL FD 20M C 12;5;8305;NATURAPEL IND DE PAPEIS LTDA
5100;COND TRESEMME 400ML RECONST FORCA;5;17017;ZAFFALON E CIA LTDA
340;CHA ICE TEA LEAO PET 1 5L PESSEGO ZERO;5;15441;SPAL IND BRAS BEBIDAS AS
2407;PALMITO MUCHO GUSTO VD 300G RODELA PALMEIRA REAL;5;13490;IMPORT FOODS COMERCIAL E IMPORTADORA LTD
29708;CHOC BARRA LACTA LAKA 28G;5;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
1697;MARSHMALLOWS FOFS 220G TUBE;5;7493;FLORESTAL ALIMENTOS S.A.
601;SUCO DEL VALLE TP 1L PESSEGO;5;15441;SPAL IND BRAS BEBIDAS AS
6227;GEL DENT SORRISO FRESH 90G MENTA HIT;5;15318;PODAL IND E COM DE ALIMENTOS LTDA
2023;CAFE VACUO STARBUCKS 250G PIKE PLACE;5;15134;NESTLE BRASIL LTDA
1509;CHOC ROMA 300G GUARDA CHUVA 300G;5;4591;KI-KAKAU IND E COM DE CHOCOLATES LTDA
23438;SALG PASTELINA 100G CEBOLA SALSA;5;17075;PRODUTOS ALIMENTICIOS PASTELINA LTDA
349;CHA ICE TEA LEAO PET 450ML PESSEGO;5;15441;SPAL IND BRAS BEBIDAS AS
984;MOSTARDA ODERICH BD 3KG;5;15520;CONSERVAS ODERICH SA
5216;CR DEN COLGATE 90G CARVAO ATIVADO;5;15318;PODAL IND E COM DE ALIMENTOS LTDA
25;AGUA MIN DA PEDRA PET 2L C GAS;5;6424;BEBIDAS FRUKI LTDA
371;REFRE FRUKITO PET 2L UVA;5;6424;BEBIDAS FRUKI LTDA
3138;SALG TORCIDA 35G CEBOLA;5;10124;PEPSICO DO BRASIL LTDA
16850;CR DEN COLGATE TT12 180G CLEAR MINT;5;15318;PODAL IND E COM DE ALIMENTOS LTDA
12394;AMACIANTE AQUAFAST 2L ROXO MAGIA;5;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
12388;ALVEJ VANISH PO P OXI ADVANCE 330G;5;15318;PODAL IND E COM DE ALIMENTOS LTDA
3379;CALDO MAGGI 114G CARNE;5;15134;NESTLE BRASIL LTDA
1661;WAFFER ISABELA 100G CHOC BRANCO;5;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
2279;CANJICA AMARELA FRITZ FRIDA 400G;5;5813;OESA COM E REPRESEN SA
3745;TEMP KITANO COMP 300G C PIMENTA;5;3528;FABIANO ZAFFALON E CIA.
1738;DOCE N BONN 1 05KG SUSPIRO;5;3818;ALIMENTOS N BONN LTDA
1972;PACOCA ROLHA STO ANTONIO PT 510G;5;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
618;SUCO DEL VALLE 100 P CENTO TP 200ML MACA;5;15441;SPAL IND BRAS BEBIDAS AS
2427;POPMICRO CINEMA YOKI 10 P CENTO GTS MANTEIGA;5;3528;FABIANO ZAFFALON E CIA.
13713;BOMBOM NESTLE PRESTIGIO SORTS 252G;5;15134;NESTLE BRASIL LTDA
17483;DUCHA TRAMONTINA SENSE DAY 220V;5;14339;TRAMONTINA ELETRIK S.A
7861;SABAO PO SURF 800G LIMAO E BICARB;5;17017;ZAFFALON E CIA LTDA
3129;CAST CAJU EQUIL SAUDAVEL 100G S SAL;5;9648;EQUILIBRIO SAUDAVEL PROD NATURAIS EIRELI
6683;LAVA ROUPA AQUAFAST 3L MULTIACAO;5;3947;AQUAFAST PROD LIMPEZA/HIGIENE LTDA
16846;CR DEN COLGATE TT12 180G ANTI TARTARO;5;15318;PODAL IND E COM DE ALIMENTOS LTDA
2969;ACHOC TODDY PT 750G ORIGINAL MAIS ECONOMICA;5;10124;PEPSICO DO BRASIL LTDA
1865;PIRULITO TOFFANO PITY 200G MORANGO;5;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
333;BEB ADES SEEDS TP 1L AMENDOAS;5;15441;SPAL IND BRAS BEBIDAS AS
16848;CR DEN COLGATE T 12 180G GENG REFOR;5;15318;PODAL IND E COM DE ALIMENTOS LTDA
21733;PAPEL TOALHA MILI BIANCO 2UN;5;10190;MILI S/A
24987;TOAL UMED COTTONBABY C PELE C 50;5;6567;HIGIE-PLUS INDUSTRIA E COM.LTDA
2600;MOLHO TOM POMAROLA SH 300G CASEIRO MANJERICAO;5;15139;CARGIL AGRICOLA S A GOIANI
7817;SABAO PO BRILHANTE 800G CX LIMPEZA TOTAL;4;17017;ZAFFALON E CIA LTDA
1241;CHOC BARRA NEUGEBAUER 80G AMENDOIM;4;6703;VONPAR ALIMENTOS S.A
17190;DESINF IMPERIAL 5L LAVANDA;4;5695;SABAO IMPERIAL LTDA
1508;BISC ISABELA TORTINHAS 140G CH CAKE GEL GOI;4;7995;M DIAS BRANCO S.A IND E COM DE ALIMENTOS
13209;BEB NESTLE NESCAU 270ML EX CACAU;4;15134;NESTLE BRASIL LTDA
5509;DESOD AERO AXE 152ML 90G MARINE;4;17017;ZAFFALON E CIA LTDA
916;MOLHO TOM FUGINI PIZZA SH 1 7KG;4;5900;FUGINI ALIMENTOS LTDA
7420;PEDRA SANIT HARPIC 20G LAVANDA LAVANDA;4;15318;PODAL IND E COM DE ALIMENTOS LTDA
1168;BALA TOFFANO MENTA 500G;4;14838;TOFFANO PRODUTOS ALIMENTICIOS LTDA
547;GATORADE 500ML TANGERINA;4;9638;CRBS AS CDD PELOTAS
1902;FONDANT ST ANTONIO 120G LEITE;4;9694;D.S.A.INDUSTRIA E COMERCIO LTDA
3951;AGUA SANIT Q BOA 2L;4;16877;UNIDASUL DISTRIBUIDORA ALIMENTICIAS E A
4169;AMAC CONC FOFO 500ML CHEIROSISSIMO L;4;17017;ZAFFALON E CIA LTDA
5692;DETERG YPE 500 ML NEUTRO;4;4434;QUIMICA AMPARO LTDA.
3474;TEMP OREGANO KITANO 3G;4;3528;FABIANO ZAFFALON E CIA.
18790;FRALDA DESC T FILHOTES MEGA C 56 P;4;9785;D F H DISTRIBUIDORA DE FRALDAS E PRODUTO
1408;CHOC 5 STAR LACTA 40G;4;13838;TOPFLEX DISTRIBUIDOR DE ALIMENTOS
3881;ABS ALWAYS 32UN BASICO M SUAVE C ABAS;4;6644;ONIZ DISTRIBUID LTDA SCJ
66;AGUA MIN DA PEDRA PET 350ML C GAS;4;6424;BEBIDAS FRUKI LTDA
3057;MOLHO ODERICH 220G TARTARO;4;15520;CONSERVAS ODERICH SA
