DEPARTAMENTO;COMPRADOR;CODIGO_EMPRESA;CODIGO_PRODUTO;DESCRICAO_PRODUTO;STATUS_COMPRA;EMBL_COMPRA;EMBL_TRANSFERENCIA;QUANTIDADE_DISPONIVEL;QTD_PEND_PEDCOMPRA;QTD_VENDIDA_30D;QUANTIDADE_ESTOQUE_MINIMO;QUANTIDADE_ESTOQUE_MAXIMO
MERCEARIA;WETER SONNENFELDET;2;1413;CHOC STIKADINHO GO NEUGEBAUER 40G;Ativo;72;72;80;0;55;14;32
MERCEARIA;WETER SONNENFELDET;2;34290;CHOC STIKADINHO STICKS 29G MORANGO;Ativo;16;16;84;0;59;0;0
MERCEARIA;WETER SONNENFELDET;2;1463;CHOC TABLETE 1891 90G 55 CAC CAR SALG;Ativo;40;40;30;0;0;50;70
MERCEARIA;WETER SONNENFELDET;2;1460;CHOC TABLETE 1891 90G 55 CACAU DARK;Ativo;40;40;16;0;7;50;70
MERCEARIA;WETER SONNENFELDET;2;1458;CHOC TABLETE 1891 SUPREME BCO 90G SUPREME BCO;Ativo;40;40;22;0;6;30;50
MERCEARIA;WETER SONNENFELDET;2;1441;CHOC TWIX 40G TRIPLO CHOC;Ativo;18;18;10;54;9;54;72
MERCEARIA;WETER SONNENFELDET;2;1351;CHOC TWIX FUN 15G;Ativo;30;30;20;30;7;30;60
MERCEARIA;WETER SONNENFELDET;2;3065;CHOCOLATE PO APTI 200G PREMIUM;Ativo;12;12;2;24;15;12;24
MERCEARIA;WETER SONNENFELDET;2;3062;CHOCOLATE PO NEILAR 200G;Ativo;24;24;36;0;58;24;48
MERCEARIA;WETER SONNENFELDET;2;3066;CHOCOLATE PO NESTLE 200G 2 FRADES;Ativo;25;25;42;0;5;19;44
MERCEARIA;WETER SONNENFELDET;2;16280;COB COBOP BCO BARRA 1 01K;Ativo;10;10;4;0;0;8;18
MERCEARIA;WETER SONNENFELDET;2;16281;COB COBOP BCO GOTAS 1 01K;Ativo;10;10;0;20;0;8;18
MERCEARIA;WETER SONNENFELDET;2;1531;COBER CLASSY 500G BLEND;Ativo;1;12;3;0;12;24;36
MERCEARIA;WETER SONNENFELDET;2;1530;COBER CLASSY 500G MEIO AMARGO;Ativo;1;12;0;0;0;24;36
MERCEARIA;WETER SONNENFELDET;2;1548;COBER COBERTOP 1 01K AO LEIT BARRA;Ativo;10;10;4;0;17;8;18
MERCEARIA;WETER SONNENFELDET;2;1551;COBER COBERTOP 1 01KG AO LEIT GOTAS;Ativo;10;10;112;0;8;8;18
MERCEARIA;WETER SONNENFELDET;2;1537;COBER COBERTOP 1 01KG CONF AO LEITE;Ativo;10;10;78;0;2;8;18
MERCEARIA;WETER SONNENFELDET;2;1541;COBER COBERTOP 1 01KG CONF BLEND;Ativo;10;10;20;0;2;8;18
MERCEARIA;WETER SONNENFELDET;2;1539;COBER COBERTOP 1 01KG CONF BRANCO;Ativo;10;10;0;0;0;8;18
MERCEARIA;WETER SONNENFELDET;2;1544;COBER COBERTOP CONF M AMARGO 1 01KG;Ativo;10;10;116;0;4;8;18
MERCEARIA;WETER SONNENFELDET;2;1552;COBER COBERTOP M AMARG BARRA 1 01KG;Ativo;1;10;0;0;0;8;18
MERCEARIA;WETER SONNENFELDET;2;1559;COBER COBERTOP M AMARG GOTAS 1 01KG;Ativo;10;10;-,367;0;1;8;18
MERCEARIA;WETER SONNENFELDET;2;1566;COBER KLAIN 1 01KG AO LEITE;Ativo;1;12;4;40;0;0;0
MERCEARIA;WETER SONNENFELDET;2;1563;COBER KLAIN 1 01KG BRANCO;Ativo;1;10;1;40;3;0;0
MERCEARIA;WETER SONNENFELDET;2;1568;COBER KLAIN 1 01KG M AMARGO;Ativo;1;12;6;40;1;0;0
MERCEARIA;WETER SONNENFELDET;2;1580;COBER NESTLE 1KG CHOC AO LEITE;Ativo;12;12;6;12;1;12;24
MERCEARIA;WETER SONNENFELDET;2;36855;COBERT GAROTO CONFEITARIA LEITE 1KG;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;1581;COBERT NESTLE 1KG CHOC BLEND;Ativo;12;12;0;0;0;10;22
MERCEARIA;WETER SONNENFELDET;2;1582;COBERT NESTLE 1KG MEIO AMARGO;Ativo;12;12;12;0;0;10;22
MERCEARIA;WETER SONNENFELDET;2;3345;COBERT TRIVIALY 270G CARAMELO;Ativo;12;12;66;0;1;0;0
MERCEARIA;WETER SONNENFELDET;2;3348;COBERT TRIVIALY 270G CHOC;Ativo;12;12;9;0;4;0;0
MERCEARIA;WETER SONNENFELDET;2;3351;COBERT TRIVIALY 270G MORANGO;Ativo;12;12;40;0;9;0;0
MERCEARIA;WETER SONNENFELDET;2;37090;COBERTURA RECHEIO NESTLE 1 01KG GALAK;Ativo;6;6;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37058;COBERTURA RECHEIO NESTLE 1 01KG KIT KAT;Ativo;6;6;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37057;COBERTURA RECHEIO NESTLE 1 01KG PRESTIGIO;Ativo;6;6;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;1921;COCADA BRANCA ST ANTONIO 115G TABLETE;Ativo;20;20;56;0;10;0;0
MERCEARIA;WETER SONNENFELDET;2;3366;COCO RALADO DUCOCO 100G DESIDRATADO;Ativo;24;24;5;0;6;18;42
MERCEARIA;WETER SONNENFELDET;2;3368;COCO RALADO DUCOCO 100G FLOCOS;Ativo;24;24;25;0;0;18;42
MERCEARIA;WETER SONNENFELDET;2;3370;COCO RALADO DUCOCO 100G UMIDO;Ativo;24;24;23;0;7;18;42
MERCEARIA;WETER SONNENFELDET;2;3374;COCO RALADO MENINA 100G UMIDO ADOCADO;Ativo;12;12;-23;0;6;48;72
MERCEARIA;WETER SONNENFELDET;2;3382;COCO RALADO MENINA 50G UMIDO ADOCADO;Ativo;48;48;1;0;0;48;96
MERCEARIA;WETER SONNENFELDET;2;3395;COCO RALADO ZAM E BOM 100G FLOCOS PUROS;Ativo;50;50;56;0;27;50;100
MERCEARIA;WETER SONNENFELDET;2;3398;COCO RALADO ZAM E BOM 100G PURO S ACUCAR;Ativo;50;50;77;0;15;50;100
MERCEARIA;WETER SONNENFELDET;2;3393;COCO RALADO ZAM E BOM 100G UMIDO ADOCADO;Ativo;50;50;124;0;50;50;100
MERCEARIA;WETER SONNENFELDET;2;3389;COCO RALADO ZAM E BOM 50G PURO S ACUCAR;Ativo;50;50;71;0;30;50;100
MERCEARIA;WETER SONNENFELDET;2;3387;COCO RALADO ZAM E BOM 50G UMIDO ADOCADO;Ativo;50;50;58;0;78;50;100
MERCEARIA;NIDAL TUBASI;2;2364;COGUMELO ADIGEL SH 100G FATIADO;Ativo;12;12;8;0;10;12;24
MERCEARIA;NIDAL TUBASI;2;2362;COGUMELO ADIGEL SH 100G INTEIRO;Ativo;12;12;30;0;19;10;22
MERCEARIA;WETER SONNENFELDET;2;1600;CONF AMEND DORI 70G CHOC;Ativo;30;30;4;0;33;22;52
MERCEARIA;WETER SONNENFELDET;2;30071;CONF JAZAM COLORETI MINI SORT 500G;Ativo;12;12;16;0;17;10;22
MERCEARIA;WETER SONNENFELDET;2;16485;CONF PIETROBON PIT20G;Ativo;50;50;86;0;52;38;88
MERCEARIA;WETER SONNENFELDET;2;1684;CONF TORTUGUITA CHOCOVINHOS 50G;Ativo;10;10;1;20;6;8;18
MERCEARIA;WETER SONNENFELDET;2;1602;CONFEITO BIBS AMEND 40G;Ativo;72;72;78;0;54;72;144
MERCEARIA;WETER SONNENFELDET;2;1603;CONFEITO BIBS AO LEITE 40G;Ativo;72;72;124;0;89;72;144
MERCEARIA;WETER SONNENFELDET;2;1678;CONFEITO BIBS CHOC BCO 40G;Ativo;72;72;80;0;46;54;126
MERCEARIA;WETER SONNENFELDET;2;1680;CONFEITO BIBS MOR 40G;Ativo;72;72;3;144;12;72;144
MERCEARIA;WETER SONNENFELDET;2;1679;CONFEITO BIBS PASSAS 40G;Ativo;72;72;30;144;53;72;144
MERCEARIA;WETER SONNENFELDET;2;1681;CONFEITO BIBS PTO BCO 40G;Ativo;72;72;103;0;46;72;144
MERCEARIA;WETER SONNENFELDET;2;1687;CONFEITO DISQUETI 100G CHOC BRANCO;Ativo;30;30;1;0;13;22;52
MERCEARIA;WETER SONNENFELDET;2;1688;CONFEITO DISQUETI 120G CHOC;Ativo;30;30;-3;0;18;22;52
MERCEARIA;WETER SONNENFELDET;2;1708;CONFEITO DISQUETI 500G CHOC;Ativo;20;20;12;0;1;10;20
MERCEARIA;WETER SONNENFELDET;2;1598;CONFEITO DORI 11G MINI DISQUETI;Ativo;324;324;36;0;0;324;648
MERCEARIA;WETER SONNENFELDET;2;1599;CONFEITO DORI 18G DISQUETI CHOC;Ativo;216;216;184;216;60;216;432
MERCEARIA;WETER SONNENFELDET;2;1601;CONFEITO DORI 40G DISQUETI CHOC;Ativo;108;108;152;0;69;108;216
MERCEARIA;WETER SONNENFELDET;2;1704;CONFEITO DORI 500G AMENDOIM CHOC;Ativo;20;20;20;0;0;16;36
MERCEARIA;WETER SONNENFELDET;2;1706;CONFEITO DORI 500G CHOCOCANDY;Ativo;12;12;15;0;2;10;22
MERCEARIA;WETER SONNENFELDET;2;1705;CONFEITO DORI 500G COLOR;Ativo;20;20;24;0;0;16;36
MERCEARIA;WETER SONNENFELDET;2;37060;CONFEITO DORI DISQUETI CHOC 40G C 2;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37730;CONFEITO JAZAM COLOR SORT TRAD 500G;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;35592;CONFEITO JAZAM COLORETI 1KG;Ativo;10;10;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37691;CONFEITO JAZAM COLORETI MISTO 500G;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37694;CONFEITO JAZAM COLORETI NEON 500G;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37692;CONFEITO JAZAM COLORETI SORT 250G;Ativo;20;20;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37695;CONFEITO JAZAM COLORETI UNIC 300G;Ativo;20;20;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37721;CONFEITO MINI JAZAM BALL MISTO 500G;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;1702;CONFEITO MMS 120G CRISPY;Ativo;24;24;1;48;0;18;42
MERCEARIA;WETER SONNENFELDET;2;1683;CONFEITO MMS 45G AMENDOIM;Ativo;216;216;8;0;0;24;36
MERCEARIA;WETER SONNENFELDET;2;1686;CONFEITO MMS TUBO 38G CHOC AO LEITE;Ativo;12;12;26;0;24;10;22
MERCEARIA;WETER SONNENFELDET;2;1709;CONFEITO PASTILHA CHOCOGIROS 500G CHOC;Ativo;1;25;0;0;0;15;15
MERCEARIA;WETER SONNENFELDET;2;1707;CONFEITO POWER BALL 500G COLORIDO CHOC;Ativo;1;1;0;0;0;7;7
MERCEARIA;WETER SONNENFELDET;2;1710;CONFEITO POWER BALL MINI 500G CHOC BCO E CHOC;Ativo;1;20;0;0;0;6;12
MERCEARIA;WETER SONNENFELDET;2;16887;CR LEITE TP PIRACANJUBA 200G;Ativo;27;27;326;189;354;379;514
MERCEARIA;WETER SONNENFELDET;2;33927;CREATINA SHARK PRO 150G MONOHIDRAT NATU;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;3427;CREME CEBOLA APTI 68G;Ativo;12;12;11;12;1;12;24
MERCEARIA;WETER SONNENFELDET;2;3428;CREME CEBOLA MAGGI 68G;Ativo;12;12;16;0;6;10;22
MERCEARIA;WETER SONNENFELDET;2;3429;CREME CEBOLA YOKI 65G;Ativo;12;12;19;0;5;0;0
MERCEARIA;WETER SONNENFELDET;2;3411;CREME CULINARIO DAUS TP 200G;Ativo;27;27;1569;0;3287;837;1188
MERCEARIA;WETER SONNENFELDET;2;3413;CREME LEITE ELEGE TP 200G LEVISSIMO;Ativo;24;24;382;0;102;240;360
MERCEARIA;WETER SONNENFELDET;2;3415;CREME LEITE ITALAC TP 200G;Ativo;24;24;503;0;1;360;504
MERCEARIA;WETER SONNENFELDET;2;3416;CREME LEITE ITALAC TP 200G ZERO LACTOSE;Ativo;24;24;48;0;0;18;42
MERCEARIA;WETER SONNENFELDET;2;3412;CREME LEITE NESTLE LT 300G;Ativo;48;48;1;96;0;36;84
MERCEARIA;WETER SONNENFELDET;2;3419;CREME LEITE NESTLE TP 200G;Ativo;27;27;-9;189;159;135;189
MERCEARIA;WETER SONNENFELDET;2;3423;CREME LEITE NESTLE TP ZR LACT 200G ZERO LACTOSE;Ativo;27;27;28;0;17;21;48
MERCEARIA;WETER SONNENFELDET;2;3424;CREME LEITE TERRA VIVA TP 200G;Ativo;27;27;3;27;506;379;514
MERCEARIA;WETER SONNENFELDET;2;32712;CREME NEILAR CEBOLA 60G;Ativo;18;18;19;0;4;18;36
MERCEARIA;WETER SONNENFELDET;2;2655;CREME NUTELLA FERRERO 140G;Ativo;10;10;2;0;16;40;50
MERCEARIA;WETER SONNENFELDET;2;2721;CREME NUTELLA FERRERO 350G AVELA C CACAU;Ativo;12;12;107;0;40;24;36
MERCEARIA;WETER SONNENFELDET;2;3426;CREME QUEIJO APTI 68G;Ativo;12;12;9;12;6;12;24
MERCEARIA;WETER SONNENFELDET;2;35851;CREMOGEMA TRADICIONAL 380G;Ativo;24;24;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;34766;CROISSANT 7DAYS 45G LACTA AO LEITE;Ativo;13;13;8;0;47;0;0
MERCEARIA;WETER SONNENFELDET;2;34768;CROISSANT 7DAYS 45G LAKA;Ativo;13;13;5;0;24;0;0
MERCEARIA;WETER SONNENFELDET;2;34767;CROISSANT 7DAYS 45G MORANGO;Ativo;13;13;2;0;28;0;0
MERCEARIA;WETER SONNENFELDET;2;33683;DOCE AMEN STO ANT GIBI 1 4KG MOLECAO CASEIRO;Ativo;10;10;3;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;33682;DOCE AMEN STO ANT GIBI 1 4KG PACOCA CASEIRA;Ativo;10;10;3;0;4;0;0
MERCEARIA;WETER SONNENFELDET;2;36836;DOCE BALSAMO SABORES 800G;Ativo;1;1;0;0;0;0;0
MERCEARIA;NIDAL TUBASI;2;37580;DOCE CASEIRO AMENDUPA 900G AMENDOIM;Ativo;8;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;2494;DOCE DE LEITE DOCITO PT 400G;Ativo;12;12;97;0;71;96;132
MERCEARIA;WETER SONNENFELDET;2;36243;DOCE DIFRUTTI 1 010KG ABOBORA;Ativo;6;6;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;2533;DOCE DIFRUTTI 1 010KG FIGO;Ativo;6;6;6;6;1;6;12
MERCEARIA;WETER SONNENFELDET;2;2536;DOCE DIFRUTTI 1 010KG GOIABA;Ativo;6;6;12;0;3;6;12
MERCEARIA;WETER SONNENFELDET;2;2534;DOCE DIFRUTTI 1 010KG MORANGO;Ativo;6;6;8;0;2;6;12
MERCEARIA;WETER SONNENFELDET;2;2537;DOCE DIFRUTTI 1 010KG PESSEGO;Ativo;6;6;15;0;5;6;12
MERCEARIA;WETER SONNENFELDET;2;2535;DOCE DIFRUTTI 1 010KG UVA;Ativo;6;6;12;0;0;6;12
MERCEARIA;WETER SONNENFELDET;2;2481;DOCE DIFRUTTI 400G ABACAXI;Ativo;12;12;11;0;0;10;22
MERCEARIA;WETER SONNENFELDET;2;36242;DOCE DIFRUTTI 400G ABOBORA;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;2490;DOCE DIFRUTTI 400G FIGO;Ativo;12;12;5;12;15;10;22
MERCEARIA;WETER SONNENFELDET;2;2487;DOCE DIFRUTTI 400G GOIABA;Ativo;12;12;2;24;22;10;22
MERCEARIA;WETER SONNENFELDET;2;2488;DOCE DIFRUTTI 400G MACA CANELA;Ativo;12;12;14;0;8;10;22
MERCEARIA;WETER SONNENFELDET;2;2482;DOCE DIFRUTTI 400G MORANGO;Ativo;12;12;12;0;0;10;22
MERCEARIA;WETER SONNENFELDET;2;2478;DOCE DIFRUTTI 400G PESSEGO;Ativo;12;12;11;0;9;10;22
MERCEARIA;WETER SONNENFELDET;2;2485;DOCE DIFRUTTI 400G UVA;Ativo;12;12;20;0;14;10;22
MERCEARIA;WETER SONNENFELDET;2;2538;DOCE DOCITO 990G CREMOSO C LEITE;Ativo;6;6;6;6;19;6;12
MERCEARIA;WETER SONNENFELDET;2;37688;DOCE JAZAM TETOP CHOC C 50;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37699;DOCE JAZAM TETOP MORANGO C 50;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;2587;DOCE LEITE MU MU PT 350G;Ativo;12;12;80;120;322;192;264
MERCEARIA;WETER SONNENFELDET;2;2585;DOCE LEITE MU MU PT 350G CHOC;Ativo;12;12;-17;72;1;44;68
MERCEARIA;WETER SONNENFELDET;2;2682;DOCE LEITE PETRY CREMOSO PT 1KG;Ativo;6;6;2;0;6;6;12
MERCEARIA;WETER SONNENFELDET;2;2531;DOCE LEITE PETRY PT 400G CREMOSO;Ativo;12;12;27;0;0;24;36
MERCEARIA;WETER SONNENFELDET;2;2627;DOCE LEITE STA CLARA PT 400G;Ativo;6;6;4;0;0;12;18
MERCEARIA;WETER SONNENFELDET;2;2630;DOCE LEITE STA CLARA PT 400G CHOC;Ativo;6;6;12;0;0;12;18
MERCEARIA;WETER SONNENFELDET;2;2662;DOCE LEITE STA CLARA PT 400G ZR LAC;Ativo;6;6;11;0;0;6;12
MERCEARIA;WETER SONNENFELDET;2;1737;DOCE N BONN 1 01KG SORVETE;Ativo;6;6;14;0;0;6;12
MERCEARIA;WETER SONNENFELDET;2;1738;DOCE N BONN 1 05KG SUSPIRO;Ativo;1;1;9;0;2;6;12
MERCEARIA;WETER SONNENFELDET;2;1736;DOCE N BONN 1 8KG ABOBORA VERMELHA;Ativo;1;1;7;0;2;6;12
MERCEARIA;WETER SONNENFELDET;2;1993;DOCE N BONN BIG 1 2KG ABOBORA;Ativo;6;6;5;0;1;6;12
MERCEARIA;WETER SONNENFELDET;2;1991;DOCE N BONN BIG PACOCA 1 3KG CASEIRO;Ativo;6;6;2;0;4;6;12
MERCEARIA;WETER SONNENFELDET;2;35649;DOCE N BONN FONDANT LEITE 2KG;Ativo;10;10;19;0;0;8;18
MERCEARIA;WETER SONNENFELDET;2;1733;DOCE N BONN GELEIA 1050G;Ativo;6;6;7;0;8;6;12
MERCEARIA;WETER SONNENFELDET;2;1970;DOCE N BONN PACOCA 1KG CASEIRA;Ativo;12;12;4;12;8;10;22
MERCEARIA;WETER SONNENFELDET;2;1984;DOCE N BONN PACOCA 2KG CASEIRO;Ativo;10;10;21;0;1;8;18
MERCEARIA;WETER SONNENFELDET;2;17450;DOCE N BONN PEZAO 1K PE MOLEQUE;Ativo;12;12;20;0;24;10;22
MERCEARIA;WETER SONNENFELDET;2;2574;DOCE PETRY 400G ABACAXI;Ativo;12;12;14;0;0;10;22
MERCEARIA;WETER SONNENFELDET;2;2524;DOCE PETRY 400G ABOBORA COCO;Ativo;12;12;28;0;4;10;22
MERCEARIA;WETER SONNENFELDET;2;2529;DOCE PETRY 400G BANANA;Ativo;12;12;13;0;0;10;22
MERCEARIA;WETER SONNENFELDET;2;2521;DOCE PETRY 400G COLONIAL CANA;Ativo;12;12;18;0;1;10;22
MERCEARIA;WETER SONNENFELDET;2;2527;DOCE PETRY 400G FIGO;Ativo;12;12;21;0;2;10;22
MERCEARIA;WETER SONNENFELDET;2;2518;DOCE PETRY 400G GOIABA;Ativo;12;12;2;0;8;10;22
MERCEARIA;WETER SONNENFELDET;2;2523;DOCE PETRY 400G MACA;Ativo;12;12;16;0;4;10;22
MERCEARIA;WETER SONNENFELDET;2;2576;DOCE PETRY 400G MORANGO;Ativo;12;12;16;0;3;10;22
MERCEARIA;WETER SONNENFELDET;2;2525;DOCE PETRY 400G PESSEGO;Ativo;12;12;8;0;5;10;22
MERCEARIA;WETER SONNENFELDET;2;2530;DOCE PETRY 400G UVA;Ativo;12;12;15;0;15;12;24
MERCEARIA;WETER SONNENFELDET;2;2581;DOCE PETRY LIGHT 400G ABOBORA COCO;Ativo;6;6;7;0;0;6;12
MERCEARIA;WETER SONNENFELDET;2;2580;DOCE PETRY LIGHT 400G FIGO;Ativo;6;6;6;0;1;6;12
MERCEARIA;WETER SONNENFELDET;2;2579;DOCE PETRY LIGHT 400G GOIABA;Ativo;6;6;16;0;1;6;12
MERCEARIA;WETER SONNENFELDET;2;2638;DOCE PETRY LIGHT 400G MORANGO;Ativo;6;6;13;0;0;6;12
MERCEARIA;WETER SONNENFELDET;2;2578;DOCE PETRY LIGHT 400G UVA;Ativo;6;6;2;0;1;6;12
MERCEARIA;WETER SONNENFELDET;2;37693;DOCE PINGO DE LEITE JAZAM CHOC 500G;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37698;DOCE PINGO DE LEITE JAZAM MAX 440G;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37729;DOCE PINGO LEITE JAZAM CAFE 500G;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37725;DOCE PINGO LEITE JAZAM ORIG 500G;Ativo;12;12;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;2644;DOCE QUATRO FRUTAS ST ANTONIO 500G;Ativo;20;20;31;0;3;0;0
MERCEARIA;WETER SONNENFELDET;2;30333;DOCE S CLARA PESSEGO 400G;Ativo;6;6;2;0;0;6;12
MERCEARIA;WETER SONNENFELDET;2;2498;DOCE SORO DE LEITE DA SERRA PT 400G;Ativo;12;12;-1;0;0;44;68
MERCEARIA;WETER SONNENFELDET;2;1907;DOCE ST ANTONIO 140G MOCOTO;Ativo;50;50;33;50;2;0;0
MERCEARIA;WETER SONNENFELDET;2;2570;DOCE STA CLARA 400G ABACAXI;Ativo;6;6;6;0;4;6;12
MERCEARIA;WETER SONNENFELDET;2;2508;DOCE STA CLARA 400G ABOBORA COCO;Ativo;6;6;6;12;14;12;18
MERCEARIA;WETER SONNENFELDET;2;2514;DOCE STA CLARA 400G FIGO;Ativo;6;6;0;0;6;12;18
MERCEARIA;WETER SONNENFELDET;2;2515;DOCE STA CLARA 400G GOIABA;Ativo;6;6;2;0;8;12;18
MERCEARIA;WETER SONNENFELDET;2;2572;DOCE STA CLARA 400G MORANGO;Ativo;6;6;7;0;3;6;12
MERCEARIA;WETER SONNENFELDET;2;2511;DOCE STA CLARA 400G UVA;Ativo;6;6;3;0;5;12;18
MERCEARIA;WETER SONNENFELDET;2;33921;DRINK SHARK PRO V9 PUMP LT 269ML COLA;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;33920;DRINK SHARK PRO V9 PUMP LT 269ML ENERGETICO;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;33923;DRINK SHARK PRO V9 PUMP LT 269ML LARANJA;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;33922;DRINK SHARK PRO V9 PUMP LT 269ML LIMAO;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37503;DROPS FLORESTAL SABORES 30G CEREJA;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37502;DROPS FLORESTAL SABORES 30G EUCALIPTO;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37497;DROPS FLORESTAL SABORES 30G EXTRA FORTE;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37500;DROPS FLORESTAL SABORES 30G MELANCIA;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37499;DROPS FLORESTAL SABORES 30G MENTA;Ativo;1;1;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;1894;DROPS FREEGELLS 27 6G CEREJA CHOC;Ativo;12;12;8;120;109;24;36
MERCEARIA;WETER SONNENFELDET;2;1896;DROPS FREEGELLS 27 6G MENTA CHOC;Ativo;12;12;19;0;7;12;24
MERCEARIA;WETER SONNENFELDET;2;1893;DROPS FREEGELLS 27 6G MORANGO CHOC;Ativo;12;12;11;0;0;12;36
MERCEARIA;WETER SONNENFELDET;2;1843;DROPS FREEGELLS 27 9G CEREJA;Ativo;12;12;19;0;0;12;24
MERCEARIA;WETER SONNENFELDET;2;1845;DROPS FREEGELLS 27 9G EUCALIPTO;Ativo;12;12;17;0;83;12;36
MERCEARIA;WETER SONNENFELDET;2;1849;DROPS FREEGELLS 27 9G EXTRA FORTE;Ativo;12;12;12;0;44;12;24
MERCEARIA;WETER SONNENFELDET;2;1852;DROPS FREEGELLS 27 9G MENTA;Ativo;12;12;9;12;24;12;24
MERCEARIA;WETER SONNENFELDET;2;1842;DROPS FREEGELLS 27 9G MORANGO;Ativo;12;12;25;24;60;24;36
MERCEARIA;WETER SONNENFELDET;2;1847;DROPS FREEGELLS 27 9G VIT C CITRUS;Ativo;12;12;34;12;142;48;72
MERCEARIA;WETER SONNENFELDET;2;1867;DROPS HALLS 28G CEREJA;Ativo;21;21;109;168;122;0;0
MERCEARIA;WETER SONNENFELDET;2;1861;DROPS HALLS 28G MELANCIA;Ativo;21;21;48;63;57;15;36
MERCEARIA;WETER SONNENFELDET;2;1862;DROPS HALLS 28G MENTA;Ativo;21;21;103;42;50;0;0
MERCEARIA;WETER SONNENFELDET;2;1864;DROPS HALLS 28G MENTA PRATA;Ativo;21;21;0;0;0;472;1102
MERCEARIA;WETER SONNENFELDET;2;2068;DROPS HALLS 28G MENTOL;Ativo;21;21;0;0;0;472;1102
MERCEARIA;WETER SONNENFELDET;2;1866;DROPS HALLS 28G MORANGO;Ativo;21;21;160;252;176;0;0
MERCEARIA;WETER SONNENFELDET;2;17470;DROPS HALLS EXTRA FORTE 27 5G;Ativo;21;21;366;0;7;0;0
MERCEARIA;WETER SONNENFELDET;2;37545;DROPS MASTIGAVEL ZOLLE 35G CRJ;Ativo;10;10;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37509;DROPS MASTIGAVEL ZOLLE 35G FRB;Ativo;10;10;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37508;DROPS MASTIGAVEL ZOLLE 35G MACA VDE;Ativo;10;10;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37461;DROPS MASTIGAVEL ZOLLE 35G MOR;Ativo;10;10;0;0;0;0;0
MERCEARIA;WETER SONNENFELDET;2;37073;DROPS MASTIGAVEL ZOLLE 35G UVA;Ativo;10;10;0;0;0;0;0
MERCEARIA;NIDAL TUBASI;2;30342;DUETO FUGINI SH 1 7KG MILHO ERVILHA;Ativo;6;6;1;12;16;6;12
MERCEARIA;NIDAL TUBASI;2;2378;DUETO FUGINI SH 170G ERVILHA MILHO;Ativo;36;36;504;0;1065;324;432
MERCEARIA;NIDAL TUBASI;2;828;DUETO ODERICH ERV MILHO LT 2KG;Ativo;6;6;17;0;4;6;12
MERCEARIA;NIDAL TUBASI;2;2374;DUETO ODERICH ERVIL CENOURA LT 200G;Ativo;24;24;64;0;21;66;90
MERCEARIA;NIDAL TUBASI;2;2381;DUETO ODERICH LT 200G ERVILHA MILHO;Ativo;24;24;123;0;333;216;288
