CODIGO_EMPRESA	CODIGO_PRODUTO	DESCRICAO_PRODUTO	QUANTIDADE_DISPONIVEL	QTD_VENDIDA	QUANTIDADE_ESTOQUE_MINIMO	QUANTIDADE_ESTOQUE_MAXIMO	ESTOQUE_CD15
5	24824	TINTURA BELAECOR 147G 6 0 LOURO ESCU	9	2	6	12	6
5	24829	TINTURA BELAECOR 147G 8 0 LOURO CLAR	6	1	6	12	0
5	24830	TINTURA BELAECOR 147G 9 0 LOURO MUIT	16	2	6	12	0
5	24881	TINTURA MAXTON 140G 5.26 MARSALA ESCURO	10	2	6	12	0
5	24886	TINTURA MAXTON 140G 7 0 LOURO NAT	12	2	6	12	0
5	8630	TIRA LIMO VEJA X14 SQZ L500P400ML	23	1	12	36	24
5	37885	TIT COR E TON S AMONIA 1 0 PTO INTENSO	0	0	6	12	0
5	37886	TIT COR E TON S AMONIA 1 7 PTO AZULADO	0	0	6	12	0
5	37887	TIT COR E TON S AMONIA 2 0 PTO	5	1	6	12	30
5	37891	TIT COR E TON S AMONIA 3 0 CAST ESC	12	0	6	12	6
5	37892	TIT COR E TON S AMONIA 4 0 CAST MD	0	0	6	12	6
5	37896	TIT COR E TON S AMONIA 5 0 CAST CLARO	12	0	6	12	0
5	37898	TIT COR E TON S AMONIA 6 0 LOURO ESC	6	0	6	12	6
5	37907	TIT COR E TON S AMONIA 6 26 MARSALA	0	0	6	12	6
5	37910	TIT COR E TON S AMONIA 6 66 VRM CARMIM	6	0	6	12	0
5	37900	TIT COR E TON S AMONIA 6 7 CHOC	12	0	6	12	0
5	35613	VELA PERF AMAZONIA AROMAS 60G CRAVO CANELA	11	2	0	0	12
5	8727	VELA SANDERO N4 8UN 144G ST SAO JORGE	21	2	18	42	24
6	3881	ABS ALWAYS 32UN BASICO M SUAVE C ABAS	10	0	6	14	120
6	3885	ABS C ABAS ALWAYS 16UN BASICA SUAVE	22	1	12	24	0
6	3888	ABS C ABAS ALWAYS LV PG 32UN NOTUR	11	0	6	12	66
6	3889	ABS C ABAS ALWAYS LV16PG14 NOT SUAV	17	2	10	22	48
6	3891	ABS C ABAS ALWAYS LV32PG26 NOT SUAV	9	2	0	0	72
6	3901	ABS C ABAS INTIMUS LV16PG14 SECA	18	0	22	52	0
6	12175	ABS INTERNO INTIMUS SUPER L16P15	29	1	18	42	
6	8787	ABS INTIMUS INTERNO MD LV16 PG15UN	12	0	10	22	
6	33366	ABS MILI DUO C ABAS C8	65	2	26	62	0
6	12255	ADITIVO RADIADOR TECBRIL 1L RSA	36	0	0	0	0
6	12289	AGUA SANIT IMPERIAL 1L	148	0	120	144	96
6	12290	AGUA SANIT IMPERIAL 2L	-221	0	36	48	120
6	3951	AGUA SANIT Q BOA 2L	108	1	36	48	180
6	12327	ALG DISCO COTTONBABY 50UN DISCO C 50	58	2	26	62	36
6	4117	ALVEJ Q BOA 1L FLORAL	24	0	10	22	144
6	4118	ALVEJ Q BOA 1L LAVANDA	16	2	10	22	132
6	8642	ALVEJ VANISH PODER O2 450G WHITE	11	2	10	22	12
6	35726	AMAC COMFORT CRISTAIS 275G ETERNO FRESCOR	13	0	12	24	23
6	33961	AMAC CONC AQUAFAST 1 5L BCO TERNURA	19	1	7	16	9
6	4157	AMAC CONC COMFORT 900ML INT CUID E DOYP	12	0	0	0	0
6	4156	AMAC CONC COMFORT 900ML RF BRISA ELEGANTE	11	1	8	20	12
6	35121	AMAC CONC DOWNY 1L TROPICAL	23	1	10	22	288
6	12417	AMAC GOTA LIMPA 2L FASCINIO	30	0	18	24	602
6	4230	AMPOLA PANTENE 45ML 3UN TRAT HIDRATA	16	2	7	19	0
6	12481	ANTI MOFO SANI ALL 80G FLORAL	24	2	10	22	171
6	12496	AP BIC COMFORT 3 PELE SENS C 4 L4P3	66	1	10	22	0
6	12528	AP GILLETTE C 8 L8P6	21	1	7	10	94
6	12531	AP GILLETTE PROBAK C 2	140	0	202	538	28
6	4241	AP MACH 3 SENSITIVE	29	2	6	12	96
6	4244	AP PRESTOBARBA 3 2UN FEM	144	2	44	116	216
6	4246	AP PRESTOBARBA 3 2UN MASC	73	1	44	116	360
6	33476	AP RAID ELET REFIL 45 NOITES 45 NOITES 3 RF	92	0	10	22	0
6	37834	AP VENUS 3 INTIMA DP 6UN	6	2	0	0	0
6	12542	AP VENUS PELE SENS RECAR	15	0	12	18	130
6	37740	APARELHO BIC FLEX5 SENS	10	2	0	0	
6	4281	AROMAT CENTRALSUL GEL 60G MARINE	10	2	10	22	0
6	13055	BANHEIRA ADOLETA INF 20L AZUL BEBE	8	0	6	12	0
6	35198	BICO MAMAD LOLLY SIL BIG RED R0065	10	1	6	18	0
6	35199	BICO MAMAD LOLLY SIL R0060	6	1	6	12	0
6	13514	BLO LIXA P UNHA BONITTA	8	0	0	0	12
6	4466	BLOCO SANIT HIGISOL 35G ACOP FLORAL	22	1	36	48	12
6	4465	BLOCO SANIT HIGISOL 35G ACOP LAVAND	42	0	36	48	0
6	13524	BLOQ ODORES 60ML BABY	22	2	10	22	0
6	13525	BLOQ ODORES 60ML ESPECIARIAS	26	0	12	24	24
6	35677	BLOQ ODORES AMAZONIA 60ML T FRUTTI	22	2	10	22	12
6	15644	CD ELSEVE 400ML GLYCOLIC GLOSS	17	1	8	20	0
6	15645	CD ELSEVE 400ML HIDRA HIAL	18	1	8	20	3
6	15646	CD ELSEVE 400ML LISO DOS SONHO	16	2	8	20	0
6	15658	CD MONANGE 325ML DETOX TERAPIA	0	0	10	22	0
6	38224	CD SALLON LINDA 240ML CACHEADOS	0	0	12	24	0
6	8974	CERA CARRO CENTRALSUL EXPRES 500ML	19	2	10	22	0
6	15722	CERA LIQ ANDREIA 750ML AMARELA	13	0	10	22	15
6	15725	CERA LIQ ANDREIA AUTO BR 750ML AM	12	2	10	22	36
6	4579	CERA LIQ BRILHO FACIL 750ML AMARELO	13	1	10	22	0
6	15728	CERA LIQ BRILHO FACIL 750ML ARDOSIA	2	0	10	22	0
6	4581	CERA LIQ BRILHO FACIL 750ML VRM	18	0	10	22	0
6	4582	CERA LIQ INGLEZA 750ML MAX AMARELA	31	1	10	22	0
6	15737	CERA PASTA ANDREIA 400G AMARELA	17	0	12	24	72
6	15738	CERA PASTA ANDREIA 400G INCOLOR	20	1	12	24	23
6	16074	CHUP CEFISA RED SIL T2	21	0	18	42	192
6	16138	CHUP LOLLY BORBOLETA SIL T2 AZUL	7	0	6	18	48
6	16139	CHUP LOLLY BORBOLETA SIL T2 BRANC	7	2	6	18	0
6	16151	CHUP LOLLY OCEANO SIL RED T2 AZUL	9	1	10	22	0
6	16152	CHUP LOLLY RED SIL ORT T1 AZUL	10	1	6	12	12
6	16153	CHUP LOLLY RED SIL ORT T1 ROSA	8	1	6	12	24
6	4860	CHUPETA LOLLY T1 TIP AZUL	7	1	6	12	12
6	4862	CHUPETA LOLLY T2 TIP AZUL	28	2	6	12	6
6	4970	COND ELSEVE 200ML GLYCOLIC GLOSS	11	0	10	22	36
6	4974	COND ELSEVE 200ML LISO SONHOS E	14	0	8	20	0
6	4969	COND ELSEVE 200ML LONGO DOS SONHO	18	1	8	20	24
6	4976	COND ELSEVE 200ML PURE HIALURONIC	19	0	8	20	36
6	4991	COND JOHNSON BABY 200ML REG	6	0	10	22	0
6	9133	COND JOHNSONS BABY INF 200ML CACHEADOS	6	0	10	22	0
6	4994	COND MONANGE 325ML HIDRATA C PODER	0	2	10	22	0
6	9138	COND PALMOLIVE KIDS 350ML NAT	18	1	6	12	0
6	9140	COND POMPOM 200ML SUAVE	20	1	8	20	0
6	5065	COND SEDA 325ML COLAGENO E VITA	0	2	10	22	0
6	5113	COND VINI LADY 325ML ONDAS/CACHOS	21	1	10	22	0
6	5172	CORANTE TINGECOR 40G GUARANY MARINHO N16	12	0	6	12	0
6	37879	CR CAB NIELY GOLD 80G QUERATINA	0	0	0	0	0
6	16842	CR DEN COLGATE SENS XTREME 140G	190	2	0	0	48
6	5222	CR DEN COLGATE TT12 90G ADVAN FRESH	223	1	0	0	468
6	16853	CR DEN COLGATE WHITENING 180G	46	2	0	0	48
6	16865	CR DENT SENSODYNE SENS GENGIVAS 100G	26	1	10	22	24
6	37880	CR P PENT NIELY GOLD 250G RECONS	0	0	12	24	0
6	36185	CR PENT ELSEVE COLLAGEN 250ML	24	0	6	18	
6	5292	CR PENT MONANGE 300ML HIDRATA C PODER	-1	0	10	22	0
6	38555	CR TRAT SKALA 12 EM 1 1KG	0	0	0	0	0
6	38556	CR TRAT SKALA ABACATE 1KG	0	0	0	0	0
6	38557	CR TRAT SKALA BABOSA 1KG	0	0	0	0	0
6	38558	CR TRAT SKALA COCO 1KG	0	0	0	0	0
6	38559	CR TRAT SKALA DIVINO POTAO 1KG	0	0	0	0	0
6	38560	CR TRAT SKALA GLICOLICO 3 EM 1 1KG	0	0	0	0	0
6	38561	CR TRAT SKALA MAISLISOS 1KG	0	0	0	0	0
6	36650	CREME DEN COLGATE 90G ORIG MINT C 3	240	0	48	96	24
6	34564	CREME JOAO E MARIA 40G P ASSADURA	-1	1	18	30	47
6	5368	CREME PANTENE 170G 3 MINUTOS HIDRATACAO	12	0	10	22	60
6	9260	DES AERO MONANGE 150ML DETOX FRESH	22	2	10	22	216
6	17106	DES SANIT HIGISOL FRESH BLIST FL UND	26	2	12	24	12
6	17108	DES SANIT HIGISOLPAST AD LAV 9G C 4 PROM	24	0	18	42	0
6	34593	DES SANIT PATO C6 PASTILHA ADES	22	0	18	42	0
6	5420	DESENG VEJA REF 400ML LIMAO	24	0	0	0	0
6	9279	DESINF AQUAFAST 1L CAMPOS LAVANDA	23	0	18	30	0
6	5436	DESINF GIRANDO SOL 2L LIMAO	8	0	6	12	191
6	36203	DESINF GIRANDO SOL 5L LAVANDA	10	2	8	12	76
6	17170	DESINF GIRANDO SOL 5L TRAD PINHO	10	2	8	12	144
6	17184	DESINF GOTA LIMPA 500ML TALCO	12	0	10	22	0
6	17189	DESINF HARPIC LIQ 500ML LAVANDA	24	0	12	24	0
6	38142	DESINF PATO CLORO GEL ESPUMA 500ML CITRUS	0	0	12	24	0
6	17200	DESINF PATO GERMINEX 750ML MARINE PROMO	18	1	12	24	0
6	33459	DESINF PINHO SOL 1L FLORAL	24	0	12	24	300
6	9291	DESINF YPE BAK 1L FLORAL	24	0	10	22	13
6	5499	DESOD AERO ABOVE 150ML MEN SPORT ENERG	-2	2	18	42	0
6	5502	DESOD AERO ABOVE 150ML WOMEN CANDY	0	1	18	42	0
6	17236	DESOD AERO ABOVE 150ML WOMEN DOLCE VIT	8	0	18	42	0
6	5503	DESOD AERO ABOVE 150ML WOMEN FRESH	1	0	18	42	0
6	5504	DESOD AERO ABOVE 150ML WOMEN SPORT ENE	24	0	18	42	0
6	34370	DESOD AERO ABOVE 250ML MAX HURRICANE	26	0	10	22	0
6	5496	DESOD AERO ABOVE EXTR 72H 150ML BLACK	105	0	18	42	0
6	37727	DESOD AERO ABOVE MAXX CREAM 250ML	0	0	0	0	
6	37726	DESOD AERO ABOVE MAXX EXTREME 250ML	0	0	0	0	
6	5514	DESOD AERO BOM AR 360ML ALEGRIA	16	0	10	22	132
6	5516	DESOD AERO BOM AR 360ML JASMIM PEONIA	26	1	10	22	286
6	5518	DESOD AERO BOM AR 360ML LIMAO SICILIANO	19	1	10	22	0
6	5519	DESOD AERO BOM AR 360ML TALCO ECONO	32	1	10	22	276
6	37774	DESOD AERO DOVE FIFA ENERGY 150ML	34	2	24	36	252
6	5545	DESOD AERO GLADE 360ML EMB ECONOMIC BRISA CITRICA	46	2	12	24	96
6	5587	DESOD AERO REXONA 150ML 90G MEN ANTIBAC	48	0	10	22	288
6	33221	DESOD CR DOVE 50ML REPARA DIARIA	20	0	10	22	36
6	5643	DESOD GLADE 24ML RF TOQ FRE 50%DESC	9	1	18	42	0
6	17273	DESOD ROLLON ABOVE DERMACLINIC 50ML MEN	1	0	10	22	0
6	38341	DET LIQ 1 8L ARIEL RF CLASSICO	0	0	0	0	0
6	17323	DET LIQ AQUAFAST 1L TRADICIONAL	24	0	10	22	48
6	17325	DET LIQ AQUAFAST 2L FL BCAS E BAUN	11	0	6	12	192
6	35698	DET LIQ BARBAREX 5L NEUTRO	9	0	6	8	9
6	17341	DET LIQ BIO KRISS 500ML NEUTRO	65	1	48	72	905
6	17347	DET LIQ GIRANDO SOL 1L COCO	25	0	10	22	312
6	33880	DET LIQ OMO CICLO RAPIDO 1 4 L ANTIODOR	8	1	6	12	54
6	33881	DET LIQ OMO CICLO RAPIDO 1 4 L CUIDADO	27	1	6	12	83
6	17409	DET PO GIRANDO SOL ROSA SH 400G	56	0	28	58	1165
6	33941	DET PO GIRANDO SOL SH 800G COCO BAUN	30	0	19	44	1274
6	5674	DETERG GIRANDO SOL 500ML MACA	36	0	18	42	4080
6	5700	DIFUSOR BOM AR AP ELETRICO RF 16ML LIRIO BCO ALGOD	12	0	0	0	0
6	33825	DIFUSOR GLADE 100ML RELAX LAVENDER	44	2	10	22	0
6	5703	DIFUSOR GLADE FRESCOR 100ML LAVANDA	23	0	0	0	0
6	33235	ENX BUC LISTER ZR PROMO 500ML MELANCIA	12	0	10	22	0
6	5760	ENX BUC PLAX COLGATE LV500PG350ML ICE	14	1	10	22	46
6	17646	ENX BUCAL COLGAT PLAX FRESH MINT 750ML	19	1	10	22	96
6	37722	ENXAG BUCAL ABOVE 1L	0	0	0	0	
6	17717	ESC ANATOMICA LIMPAMANIA	12	0	10	22	36
6	5779	ESC BETTANIN NOVICA LONGO ALC 113	10	0	28	64	0
6	5794	ESC CONDOR P LAVAR 16	34	0	28	64	0
6	17781	ESC CONDOR P SAPATO REF 01	0	0	10	22	0
6	33453	ESC DENT COLGATE PACK 02UN ESPUMOSA	26	0	0	0	36
6	35675	ESC DENT COLGATE SENSITIVE	7	2	0	0	4
6	17794	ESC DENT COLGATE SLIM BLACK 4PK CARVAO	9	0	0	0	0
6	17807	ESC DENT CONDOR MAXIL MACIA R 3258 0	22	2	6	12	0
6	17811	ESC DENT CONDOR PLUS MEDIA 3373 1	71	0	10	22	0
6	7241	ESC DENTAL ORAL B INDICA BLACK L2P1	60	0	12	24	216
6	17862	ESC SANIT BRISA S SUPORTE	19	0	10	22	144
6	6006	ESPONJA BETTANIN BETA BANHO 467	1	1	10	22	0
6	18564	FLANELA ALG PANOSUL 34X50CM AMAR	66	0	10	22	84
6	18563	FLANELA ALG PANOSUL AMAR	70	0	10	22	115
6	6119	FRALDA BAS SUP NOVA PAMPERS XG 22UN	5	1	8	12	0
6	6126	FRALDA CONFORTSEC PAMPERS G 38UN	18	0	8	12	16
6	6125	FRALDA CONFORTSEC PAMPERS XG 34UN	4	0	8	12	0
6	18739	FRALDA DESC BABYSEC ULTSEC MEGA P 42 UN	7	2	6	12	30
6	6134	FRALDA DESC LOOMPIG JUMBINHO XXG 12 UN	38	0	10	18	120
6	36228	FRALDA DESC PAMPERS CONF XG C 58	11	1	6	10	64
6	6112	FRALDA GERIATRICA MILI VITA P 10UN 10UN P	11	2	6	14	122
6	18809	FRALDA PAMPERS CONF SEC C 44 XXXG	18	0	0	0	117
6	18811	FRALDA PAMPERS CONF SEC C 72 P	11	1	4	6	140
6	18970	GEL DENT SORRISO FRESH EXP HORT C 3 90G	41	0	72	144	0
6	18987	GEL JAY LUC BR MOLHADO 240G N3 INC	-1	0	18	42	72
6	18984	GEL JAY LUC FIXADOR EXTRA FORT 240G VERDE	0	0	18	42	72
6	37252	GLADE ODORIZANTE 120ML CITRONELA	-2	2	12	24	96
6	37253	GLADE ODORIZANTE 120ML EUCALIPTO	0	0	24	36	84
6	37256	GLADE ODORIZANTE 120ML LEMBRA INF	0	0	24	36	96
6	37257	GLADE ODORIZANTE 120ML TOQUE MACIEZ	10	2	12	24	84
6	37255	GLADE ODORIZANTE SPRAY 120ML LAVANDA	-2	2	0	0	0
6	19217	GRAFITE CHEMICOLOR 250ML	16	2	10	22	
6	19220	GRAMPO FLORENCE DOUR C/20 638 BT	33	0	0	0	12
6	9754	HID LEITE PAIXAO 200ML FRAMB NEGRA	0	1	12	18	6
6	6335	INSET AERO BAYGON 360ML ACAO TOTAL	8	0	10	22	0
6	6351	INSET AERO SBP LV M PG M 450ML EUCALIPTO	15	2	18	42	0
6	6352	INSET AERO SBP LV M PG M 450ML MULTI	9	0	18	42	0
6	19368	INSET JIMO ANTI INSET AERO TUBO 400ML	12	0	10	22	0
6	9616	INSET JIMO PO 100G	36	0	10	22	396
6	19370	INSET LIQ SET INSET M USO 500ML	23	0	10	22	0
6	19372	INSET NITROCID PO 50G	5	2	12	24	16
6	33430	INSET PROINSET 350ML ACAO TOTAL	16	0	12	24	0
6	6362	INSET SBP RF ELE 45NOI APAR GTS	84	2	10	22	27
6	19381	INSET SET INSET ELET C 4 PAST VAP BIV	30	0	24	36	0
6	8063	ISEMENTE FELTRIN ABOBRINHA ITALIANA	30	0	0	0	
6	37840	KIT CASA CLEAN BANHEIRO 910ML	30	0	15	20	265
6	37841	KIT CASA CLEAN COZINHA 910ML	30	0	20	30	300
6	38035	KIT CD SH DOVE CACHO EXP 350 175ML	22	2	16	24	48
6	37897	KIT ELSEVE COLAG SH 375ML CD 170ML	10	2	6	12	264
6	9704	KIT ELSEVE SH 375ML COND 170ML CACHO SONHOS	10	2	6	12	30
6	9706	KIT ELSEVE SH 375ML COND 175ML LONGOS SONHOS	6	1	6	12	45
6	8203	KIT ELSEVE SH COND 375ML 170ML OLEO EXTR	0	0	6	12	44
6	33964	KIT MIL MILHAS L AUTO B PNE ESP CER	21	1	11	31	15
6	35167	KIT PROT SOL CENOU BRONZ 110ML FP50 FP50	12	0	6	12	0
6	35168	KIT PROT SOL CENOU BRONZ 50G F30 F30	12	0	6	12	0
6	36651	KIT SH C D DARLING CERAMIDAS 350ML	20	0	12	20	0
6	33890	KIT SH CD DOVE 350ML 175ML NUTRICAO	12	0	0	0	0
6	38562	KIT SH CD NEUTROX 300ML 200ML FORCA	0	0	0	0	0
6	38563	KIT SH CD NEUTROX 300ML 200ML OLEOS	0	0	0	0	0
6	19802	KIT SH CD PANTENE 300 150ML COLAGENO	-6	2	12	18	0
6	6614	KIT SH SEDA SH 300 COND 190ML CACHOS DEFINIDO	63	0	15	30	375
6	19845	L MOVEIS POLWAX 200ML LAVANDA	38	0	18	42	0
6	19846	L MOVEIS POLWAX 200ML MADEIRA	30	0	18	42	312
6	6659	LAQUE AERO KARINA 250ML EXTRA FORTE	17	2	10	22	9
6	6660	LAQUE AERO KARINA 250ML TRADICIONAL	55	2	10	22	0
6	38280	LAV ROUPA LIQ APYCE TUDO EM UM 3L	24	0	16	24	272
6	9733	LAVA AUTO CENTRALSUL C CERA 500ML	13	1	10	22	0
6	19984	LAVA AUTO HOT ROD C CERA 500ML	24	0	10	22	156
6	9734	LAVA AUTO VIP CAR 500ML	14	0	10	22	96
6	6673	LAVA LOUCA JIMO 25UN 500G PASTILHAS	23	2	10	22	24
6	6686	LAVA ROUPA ARIEL 1 2L CONCENTRADO DOWNY	6	1	0	0	66
6	6687	LAVA ROUPA ARIEL 1 5L CLASSIC SACHE BRANCAS E COLO	9	1	6	12	198
6	6688	LAVA ROUPA ARIEL 3L CLASSICO	35	0	6	10	19
6	6698	LAVA ROUPA BRILHANTE 900ML LIMPEZA TOTAL	0	1	18	30	12
6	37435	LAVA ROUPA SUPREMA AZUL 3L	59	1	48	60	762
6	37438	LAVA ROUPA SUPREMA VERDE 3L	108	0	48	60	635
6	6735	LAVA ROUPA SURF 3L CUIDADO COCO	15	2	6	10	34
6	6736	LAVA ROUPA SURF 3L LAVANDA	12	0	6	10	36
6	6739	LAVA ROUPA TIXAN 3L PRIMAVERA	10	1	8	12	8
6	37786	LAVA ROUPAS OMO LAV PERF 1 8L	17	1	12	18	909
6	6826	LIM BANH MR MUSC RF 30 DESC 400ML	16	0	0	0	36
6	6849	LIMP BANH MR MUSC 20 500ML SQUEEZ	5	2	24	48	0
6	6850	LIMP BANHEIRO VEJA X14 400ML TIRA LIMO REFIL	23	1	0	0	24
6	35694	LIMP CIF CREMOSO 450M LIMP MILAGROSA	26	0	10	22	0
6	6862	LIMP DESTAC 750ML MADEIRA	2	0	0	0	0
6	6867	LIMP M USO VEJA 500ML JOJO MARCA ENVOLV	25,994	2	18	42	0
6	6884	LIMP MULT Q BOA 500ML LAVANDA	15	0	10	22	240
6	6885	LIMP MULT Q BOA 500ML USO	25	0	10	22	204
6	6893	LIMP MULTI UAU 500ML LIMAO C/CANFORA	2	0	18	42	216
6	36732	LIMP PERF AQUAFAST 2L FRESCOR MANHA	18	0	12	18	0
6	37715	LIMP PERF COALA SOL DO BRASIL 120ML	48	0	12	36	24
6	33679	LIMP PERF SAIF CONCENTRADO 120ML LAVANDA	14	0	10	22	456
6	37728	LIMP PERF UAU CHA BRANCO PROMO 1 8L	18	0	9	18	117
6	6903	LIMP PERF UAU L2 P1600 ML LAVANDA	12	0	6	12	0
6	6919	LIMP PESADA YPE 1L ORIGINAL	20	2	10	22	0
6	6924	LIMP SANIT PATO L750 P500ML LAVANDA	45	0	12	24	0
6	6933	LIMP UAU LV1L PG800ML LAVANDA CONFORT	22	0	12	24	216
6	35720	LIMP VEJA PERFUMES 1L MODERNO	24	0	10	22	0
6	35693	LIMP VEJA PERFUMES 1L TULIPA	7	2	10	22	12
6	20161	LIMP VIDROS ZAVASKI AP 500ML	16	1	12	24	11
6	9790	LIMPA AIR FRYER SUPER DOM 250ML	6	1	6	12	0
6	6951	LIMPA VDO VIDREX 20PCT DESC 500ML C ALCOOL	5	0	0	0	74
6	6941	LIMPA VIDRO MR MUSC 400ML RF	22	1	12	24	12
6	7019	LUSTRA MOVEIS KING 200ML PEROBA F CAMPO	24	0	16	40	24
6	38259	MAMAD LILLO DIVERTIDA ORTO 120ML	0	0	0	0	0
6	34591	ODORIZ PATO BLOCK 60ML ALGODAO	21	1	18	42	24
6	34590	ODORIZ PATO BLOCK 60ML LAVANDA	24	0	18	42	48
6	34499	ODORIZ PURO AR GATILHO 250ML CHA BRANCO	12	0	10	22	0
6	34498	ODORIZ PURO AR GATILHO 250ML LAVANDA	12	0	10	22	0
6	22615	ODORIZ PURO AR GEL 60G MARINE	22	2	18	42	0
6	21342	ODORIZ PURO AR MINI RF 12ML ERVA DOCE	-2	1	10	22	0
6	9930	ODORIZ PURO AR SPRAY 400ML CAPIM LIMAO	-6	1	10	22	0
6	9936	ODORIZ PURO AR SPRAY 400ML TALCO	-2	0	10	22	0
6	21367	OLEO BRONZ SPRAY FPS 8 140ML 150G	10	0	10	22	0
6	7237	OLEO VINI LADY 120ML AMENDOAS	1	0	10	22	0
6	21554	PANO PANOSUL MEDIO C BAR 45X65 R24	49	1	10	22	18
6	7282	PANO PERFEX 5UN ROSA	30	2	18	42	0
6	21683	PAPEL HIG COMFORT FLA DPL 30M 18 UN	2	0	8	12	48
6	9586	PAPEL SCOTT 30X26 2 50UN	20	1	10	22	2
6	7391	PASTILHA HIGISOL 3UN 27G LAVANDA	50	0	18	42	0
6	21880	PENIQUINHO CAJOVIL URSO AZL	7	2	6	12	0
6	21883	PENTE/PINCEL M BONI	14	2	0	0	120
6	21961	PINCEL P BASE BLACK SILVER P4	9	0	0	0	12
6	22093	PO DERMO PROT JOHNSONS BABY H SONO 100G	6	0	10	22	0
6	22092	PO DERMO PROT JOHNSONS BABY ORIG 100G	16	2	10	22	0
6	7485	POLIDOR SILVO 200ML	3	0	0	0	0
6	22326	PRESERV PRUDENCE ULT SENSIV XG C 3	13	1	7	10	
6	10087	PRESERVATIVO PRUDENCE PERF 3UN RETARDANTE	19	1	10	22	
6	10088	PRESERVATIVO PRUDENCE PERF 3UN SUPER SENSITIVE	13	0	10	22	
6	22330	PRETEADOR PNEUS HOT ROD 500ML	19	0	10	22	60
6	7564	PROT DIARIO S ABAS INTIMUS LV40PG30 FLEXIVEL	39	1	0	0	0
6	22366	PROT SOLAR CORP JAY LUC FPS 60 120G	17	2	10	22	0
6	7573	PROTETOR SOLAR SUNDOWN 120ML FPS 50	9	0	7	19	0
6	22656	QUEROSENE ZAVASKI 1L	0	0	10	22	0
6	22902	REMOV ESM AMAZONIA 500ML	12	1	10	22	36
6	37439	REMOVEDOR MULTIUSO SUPREMA FLOR 1L	24	0	12	24	276
6	37434	REMOVEDOR MULTIUSO SUPREMA TRAD 1L	24	0	12	24	492
6	7674	REPEL ELET SBP 35ML CHEIRO SUAVE RF	49	2	10	22	3
6	7676	REPELENTE GEL OFF 100ML TOQUE LEVE	9	0	10	22	0
6	36234	REPELENTE INSECT FREE SPRAY 150ML	49	0	48	72	0
6	38404	REPELENTE SBP LOCAO BABY 100ML	0	0	12	24	0
6	7714	RESTAURADOR KING 200ML PEROBA M AVERM	27	0	16	40	0
6	22950	RODO BORBOLETA 30CM C CABO	12	0	10	22	23
6	7723	RODO CONDOR EVA 40CM 1125	26	1	10	22	
6	32163	SAB DOVE 90G BAR E DOCE	48	0	0	0	0
6	23013	SAB LIFE BEL 80G DESEJO VERDE	-4	0	108	216	0
6	23037	SAB LIQ DERMAFEME 200ML FRESH	47	0	24	48	492
6	23044	SAB LIQ HEDERA 1L AGUA MICELAR	6	0	0	0	0
6	34755	SAB LIQ HEDERA RF 200ML FTA VRM	24	0	0	0	
6	10160	SAB LIQ PALMOLIVE RF 200ML JASMIM CACAU	23	1	6	12	72
6	23090	SAB LIQ SENSUS LUXO 220ML ERVA DOCE	16	2	10	22	264
6	38405	SAB PALMOLIVE MELANCIA E LICHIA 85G	0	0	12	24	864
6	38406	SAB PALMOLIVE OLIVA E ALOE VERA 85G	0	0	108	216	648
6	36646	SAB PROTEX CARVAO DETOX C 8	179	0	18	27	655
6	35654	SAB SENADOR CLASSIC C3 130G	24	0	18	42	48
6	10201	SABAO BARRA GIRANDO SOL TR MANC100G	30	0	28	56	28
6	7788	SABAO BARRA YPE 180G GLIC FRESH	83	0	46	106	0
6	7811	SABAO PO BRILHANTE 2 2KG LIMPEZA TOTAL	37	0	21	30	9
6	7825	SABAO PO GIRANDO SOL 400G AZUL	61	0	28	58	658
6	7849	SABAO PO OMO 720G EXPERT	2	1	20	40	0
6	7903	SABONETE JOHNSON BABY 80G REG	24	1	6	12	0
6	7940	SABONETE NIVEA 85G TOQUE BAUNILHA	192	0	0	0	
6	7982	SABONETE PROTEX 85G VITAMINA E	148	0	54	126	432
6	8013	SACO COLORIDO PANOSUL 58X78CM ESP	43	0	19	44	0
6	8018	SACO PANOSUL 60X68CM XADREZ	1237	0	19	44	0
6	24137	SC PANO SUP PANO ALG100X75CM R 18	25	0	19	44	0
6	24138	SC PANOSUL ALVEJADO 48X63CM R 14	0	0	20	40	2
6	24139	SC PANOSUL CRU 50X78CM R08	2	0	19	44	0
6	24141	SC PANOSUL SUPER SORT 55X65CM R 17	39	0	19	44	0
6	24198	SEM FELTRIN ABOBORA MOR SUL MINEIRO	39	0	0	0	
6	24199	SEM FELTRIN ABOBORA XINGO CASCA G ROSSA	9	0	0	0	
6	38475	SEM FELTRIN BALSAMINA DOBRADA SORTI	0	0	0	0	0
6	24229	SEM FELTRIN CENTAUREA SORT	20	0	0	0	
6	24235	SEM FELTRIN COUVE FLOR KEFERA	11	0	0	0	
6	10226	SEM FELTRIN ENV 10G CEBOLA CR ROUXA	25	0	0	0	
6	10232	SEM FELTRIN ENV 10G SALVIA TEMP	29	0	0	0	
6	10233	SEM FELTRIN ENV 10G TOMATE BARTO	8	0	0	0	
6	24251	SEM FELTRIN FACELIA AZUL	33	0	0	0	
6	24261	SEM FELTRIN GRAMA JESUITA	27	2	0	0	
6	24275	SEM FELTRIN MILHO SUPER DOCE ARUBA	29	2	0	0	
6	24277	SEM FELTRIN MOR VERM RUGE	12	0	0	0	
